variant,notes,n_selected,jaccard_vs_baseline,W1_hgb_auc,W1_hgb_ap,W1_logreg_auc,W2_hgb_auc,W2_hgb_ap,W2_logreg_auc,sec,top5
Z_combined_MI|W1hold,COMBINED-MI(=cmean+π-MI→FSDS): cmean pre→21 + π-stable MI→15 | fused→official_FSDS,15,,0.46823155665372396,0.000547645125958379,0.4228732792093187,0.8192375812344853,0.009742415523232592,0.4850152009594734,1.8227901458740234,"u_n_events,u_log1p_n_events,ui_pop_mismatch,e_log1p_exp,e_n_exp"
