variant,notes,n_selected,jaccard_vs_baseline,W1_hgb_auc,W1_hgb_ap,W1_logreg_auc,W2_hgb_auc,W2_hgb_ap,W2_logreg_auc,sec,top5
A_baseline_F|W1hold,Scaler→Var→SelectKBest(F) | metrics=official_run_fsds,18,1.0,0.6927285563007413,0.000980392156862745,0.5012354394634663,0.8671589546202549,0.013132503156177405,0.6611650350040443,0.43764233589172363,"e_n_exp,u_n_exp,u_n_uniq_items,u_span_sec,u_log1p_n_events"
