variant,notes,n_selected,jaccard_vs_baseline,W1_hgb_auc,W1_hgb_ap,W1_logreg_auc,W2_hgb_auc,W2_hgb_ap,W2_logreg_auc,sec,top5
A_baseline_F|W1hold,Scaler→Var→SelectKBest(F) | metrics=official_run_fsds,15,1.0,0.6620859760394644,0.0010131712259371835,0.9154334038054969,0.7679169107187682,0.011375750248680611,0.4668507516804731,0.4122474193572998,"e_n_exp,u_n_events,u_n_exp,u_n_uniq_items,u_span_sec"
P_po_vimp_FSDS|W1hold,PO-VIMP pre→18 (risk=1.1919e-06) then FSDS-F→15 | fused→official_FSDS,15,0.6666666666666666,0.5819238900634249,0.0008230452674897119,0.9274136715997181,0.7592809527794048,0.0060740603950820175,0.44602264803503194,2.787001848220825,"ui_pop_mismatch,i_log1p_n_users,i_log1p_n_covisit,i_n_covisit_neighbors,u_n_exp"
Z_combined_PO|W1hold,COMBINED-PO(α=0.5): cmean⋈PO-VIMP→18 | 3-fold π-stable SelectKBest(F) (n_pos=3) | PO-risk=1.1919e-06 | →FSDS | fused→official_FSDS,15,0.5789473684210527,0.593199436222692,0.000846740050804403,0.9319943622269203,0.7371070761163641,0.005642162686811535,0.59047360053552,2.8288931846618652,"i_log1p_n_exp,u_n_uniq_items,i_log1p_n_users,i_n_covisit_neighbors,i_n_users"
Z_combined_PO_a03|W1hold,COMBINED-PO(α=0.3): cmean⋈PO-VIMP→18 | 3-fold π-stable SelectKBest(F) (n_pos=3) | PO-risk=1.1919e-06 | →FSDS | fused→official_FSDS,15,0.5789473684210527,0.593199436222692,0.000846740050804403,0.9319943622269203,0.7371070761163641,0.005642162686811535,0.59047360053552,2.82171368598938,"i_log1p_n_exp,u_n_uniq_items,i_log1p_n_users,i_n_covisit_neighbors,i_n_users"
Z_combined_PO_a07|W1hold,COMBINED-PO(α=0.7): cmean⋈PO-VIMP→18 | 3-fold π-stable SelectKBest(F) (n_pos=3) | PO-risk=1.1919e-06 | →FSDS | fused→official_FSDS,15,0.5789473684210527,0.593199436222692,0.000846740050804403,0.9319943622269203,0.7371070761163641,0.005642162686811535,0.59047360053552,2.7914798259735107,"i_log1p_n_exp,u_n_uniq_items,i_log1p_n_users,i_n_covisit_neighbors,i_n_users"
P_po_vimp_rare_pi|W1hold,PO-VIMP+rare-π: pre→18 | 3-fold π (n_pos=3)→15 | PO-risk=1.1919e-06 | →FSDS | fused→official_FSDS,15,0.5789473684210527,0.593199436222692,0.000846740050804403,0.9319943622269203,0.7371070761163641,0.005642162686811535,0.59047360053552,2.7951290607452393,"i_log1p_n_exp,u_n_uniq_items,i_log1p_n_users,i_n_covisit_neighbors,i_n_users"
Z_combined_PO_rare|W1hold,COMBINED-PO-rare: cmean⋈PO→18 | 3-fold π (n_pos=3)→15 | PO-risk=1.1919e-06 | →FSDS | fused→official_FSDS,15,0.5789473684210527,0.593199436222692,0.000846740050804403,0.9319943622269203,0.7371070761163641,0.005642162686811535,0.59047360053552,2.816357135772705,"i_log1p_n_exp,u_n_uniq_items,i_log1p_n_users,i_n_covisit_neighbors,i_n_users"
