variant,mean_W2,std_W2,mean_AP
P_po_vimp_FSDS,0.7221455201331363,0.17046694918816666,0.006961923821458
P_po_vimp_rare_pi,0.7170831822534609,0.13692106131117482,0.005350080851522234
Z_combined_PO,0.7170831822534609,0.13692106131117482,0.005350080851522234
Z_combined_PO_a07,0.7170831822534609,0.13692106131117482,0.005350080851522234
Z_combined_PO_a03,0.7170831822534609,0.13692106131117482,0.005350080851522234
Z_combined_PO_rare,0.7170831822534609,0.13692106131117482,0.005350080851522234
A_baseline_F,0.7155921401277437,0.1536922211137169,0.009877050419749634
