seed,variant,W2_hgb_auc,W2_ap,W1_hgb_auc,notes,top5
1,Z_combined_PO_a03,0.5712527543022898,0.0013954818136149,0.7310114857354576,COMBINED-PO(α=0.3): cmean⋈PO-VIMP→18 | 3-fold π-stable SelectKBest(F) (n_pos=3) | PO-risk=1.25052e-06 | →FSDS | fused→official_FSDS,"u_span_sec,i_n_users,i_n_covisit_neighbors,u_n_exp,u_n_uniq_items"
1,Z_combined_PO_a07,0.5712527543022898,0.0013954818136149,0.7310114857354576,COMBINED-PO(α=0.7): cmean⋈PO-VIMP→18 | 3-fold π-stable SelectKBest(F) (n_pos=3) | PO-risk=1.25052e-06 | →FSDS | fused→official_FSDS,"u_span_sec,i_n_users,i_n_covisit_neighbors,u_n_exp,u_n_uniq_items"
1,P_po_vimp_rare_pi,0.5712527543022898,0.0013954818136149,0.7310114857354576,PO-VIMP+rare-π: pre→18 | 3-fold π (n_pos=3)→15 | PO-risk=1.25052e-06 | →FSDS | fused→official_FSDS,"u_span_sec,i_n_users,i_n_covisit_neighbors,u_n_exp,u_n_uniq_items"
1,Z_combined_PO_rare,0.5712527543022898,0.0013954818136149,0.7310114857354576,COMBINED-PO-rare: cmean⋈PO→18 | 3-fold π (n_pos=3)→15 | PO-risk=1.25052e-06 | →FSDS | fused→official_FSDS,"u_span_sec,i_n_users,i_n_covisit_neighbors,u_n_exp,u_n_uniq_items"
2,A_baseline_F,0.8362898502217387,0.0170557971846513,0.5458877515001765,Scaler→Var→SelectKBest(F) | metrics=official_run_fsds,"e_n_exp,u_n_exp,u_n_uniq_items,u_log1p_n_events,u_log1p_n_uniq"
2,P_po_vimp_FSDS,0.8709835996987698,0.0135968358907508,0.69219908224497,PO-VIMP pre→18 (risk=1.15413e-06) then FSDS-F→15 | fused→official_FSDS,"ui_pop_mismatch,i_n_users,i_log1p_n_exp,u_n_exp,i_n_exp"
2,Z_combined_PO,0.8428897163417287,0.0090125980541403,0.622132015531239,COMBINED-PO(α=0.5): cmean⋈PO-VIMP→18 | 3-fold π-stable SelectKBest(F) (n_pos=3) | PO-risk=1.15413e-06 | →FSDS | fused→official_FSDS,"i_share_first,i_credit_first,i_log1p_n_exp,i_n_exp,u_span_sec"
2,Z_combined_PO_a03,0.8428897163417287,0.0090125980541403,0.622132015531239,COMBINED-PO(α=0.3): cmean⋈PO-VIMP→18 | 3-fold π-stable SelectKBest(F) (n_pos=3) | PO-risk=1.15413e-06 | →FSDS | fused→official_FSDS,"i_share_first,i_credit_first,i_log1p_n_exp,i_n_exp,u_span_sec"
2,Z_combined_PO_a07,0.8428897163417287,0.0090125980541403,0.622132015531239,COMBINED-PO(α=0.7): cmean⋈PO-VIMP→18 | 3-fold π-stable SelectKBest(F) (n_pos=3) | PO-risk=1.15413e-06 | →FSDS | fused→official_FSDS,"i_share_first,i_credit_first,i_log1p_n_exp,i_n_exp,u_span_sec"
2,P_po_vimp_rare_pi,0.8428897163417287,0.0090125980541403,0.622132015531239,PO-VIMP+rare-π: pre→18 | 3-fold π (n_pos=3)→15 | PO-risk=1.15413e-06 | →FSDS | fused→official_FSDS,"i_share_first,i_credit_first,i_log1p_n_exp,i_n_exp,u_span_sec"
2,Z_combined_PO_rare,0.8428897163417287,0.0090125980541403,0.622132015531239,COMBINED-PO-rare: cmean⋈PO→18 | 3-fold π (n_pos=3)→15 | PO-risk=1.15413e-06 | →FSDS | fused→official_FSDS,"i_share_first,i_credit_first,i_log1p_n_exp,i_n_exp,u_span_sec"
