feature,score,rank,selected
e_log1p_exp,89.78540948525979,1,1
e_n_exp,78.54756169037589,2,1
u_n_uniq_items,0.6145880617896438,3,1
i_share_first,0.47457303275343704,4,1
i_credit_first,0.4745730327534368,5,1
i_log1p_n_covisit,0.2585843896144009,6,1
u_n_events,0.24386567367805684,7,1
u_log1p_n_uniq,0.1592385550926889,8,1
i_share_linear,0.04929472407984591,9,1
i_credit_linear,0.04929472407984588,10,1
i_credit_last,0.028018082824999437,11,1
i_share_last,0.028018082824999416,12,1
