feature,auc,auc_abs,cohens_d,mean_y0,mean_y1,rank
n_item_format,0.38626798036772747,0.6137320196322725,-0.40447069358152116,0.2605475453687391,-0.13670428671624507,1
span_days,0.5756399225170856,0.5756399225170856,0.1687806800468692,-0.11035856875595838,0.05790301882697757,2
n_unique_items,0.5682012885989338,0.5682012885989338,0.41631017346290256,-0.2678909339449693,0.14055722148856506,3
mean_item_log_freq,0.45560101075867754,0.5443989892413225,-0.1724002183606712,0.1127096222961656,-0.05913657140867924,4
n_events,0.5398484498882693,0.5398484498882693,0.40613127924537923,-0.26157891643110665,0.13724542727936603,5
mean_gap_hours,0.5393872173405991,0.5393872173405991,-0.09212198483447166,0.060370256818919256,-0.03167511283066212,6
repeat_rate,0.47243262387633195,0.5275673761236681,-0.17482531086899503,0.11428427853450758,-0.05996276325624152,7
median_gap_hours,0.5183386407094335,0.5183386407094335,-0.09098849826136408,0.0596288439606868,-0.03128610776134369,8
