feature,score,rank,selected
i_log1p_n_exp,0.874024770471903,1,1
u_n_uniq_items,0.6145880617896438,2,1
i_credit_first,0.4745730327534368,3,1
i_n_exp,0.32478155454198016,4,1
u_span_sec,0.3082400374837106,5,1
u_n_exp,0.2955062582824008,6,1
i_log1p_n_covisit,0.2585843896144009,7,1
u_n_events,0.24386567367805684,8,1
