variant,notes,n_selected,jaccard_vs_baseline,W1_hgb_auc,W1_hgb_ap,W1_logreg_auc,W2_hgb_auc,W2_hgb_ap,W2_logreg_auc,sec,top5
A_baseline_F|W1hold,Scaler→Var→SelectKBest(F) | metrics=official_run_fsds,10,1.0,0.5637773079633545,0.0007710100231303007,0.365045806906272,0.36868253702619025,0.0009849114604440394,0.2613519091847265,0.3229973316192627,"e_n_exp,u_n_exp,u_n_uniq_items,u_span_sec,i_n_exp"
