feature,score,rank,selected
e_log1p_exp,89.78540948525979,1,1
i_share_first,0.47457303275343704,2,1
i_credit_first,0.4745730327534368,3,1
u_n_exp,0.2955062582824008,4,1
u_log1p_n_uniq,0.1592385550926889,5,1
i_credit_linear,0.04929472407984588,6,1
i_n_covisit_neighbors,0.04132922425563856,7,1
i_credit_last,0.028018082824999437,8,1
i_share_last,0.028018082824999416,9,1
u_log1p_n_events,0.013654900023032043,10,1
