feature,f_score,rank,selected,vimp_cov,delta,abs_delta,sign,mean_early,mean_late,score_blend,blend_rank
watercolor,1.5793448100757899,231,0,0.00021167394662840135,0.0022714260971619564,0.0022714260971619564,1,0.0017530367307564798,0.004024462827918436,0.5813802083333334,181
lens,11.734450562812917,75,0,0.0004225503399224957,-0.0008112996196670145,0.0008112996196670145,-1,0.004842259566313944,0.00403095994664693,0.5807291666666666,182
sky,11.206158251239337,81,0,0.0006020135665768142,0.0006423445405441455,0.0006423445405441455,1,0.005791616863765523,0.006433961404309668,0.580078125,183
ruan,0.364111904854918,345,0,0.002179272243484912,0.001335921161824758,0.001335921161824758,1,0.0023749670585874374,0.0037108882204121953,0.580078125,184
global,0.025748724950248002,464,0,0.0024090031477750525,0.0021456099040957303,0.0021456099040957303,1,0.0021086194837739063,0.004254229387869637,0.580078125,185
of an,2.824335952403315,174,0,0.0006957068343997403,-0.0010344197109689434,0.0010344197109689434,-1,0.007376824915911215,0.006342405204942271,0.578125,186
ruan jia,0.4420618168768286,327,0,0.0017664208159651705,0.0013249959138315567,0.0013249959138315567,1,0.002347425794076172,0.003672421707907729,0.576171875,187
painting of,3.7497521076536495,151,0,0.0014594008528773733,-0.0005109156609893611,0.0005109156609893611,-1,0.013182024683953901,0.01267110902296454,0.5748697916666666,188
ray tracing,0.9439521102225056,269,0,0.0003916977782975759,0.0019125004006837227,0.0019125004006837227,1,0.0017134732607859483,0.003625973661469671,0.57421875,189
glowing,0.16564716089568948,402,0,0.0013818490723109,0.0019742747284356224,0.0019742747284356224,1,0.00499248396111967,0.006966758689555292,0.57421875,190
hyperrealistic,2.957089617702607,170,0,0.0015851493471709312,0.0005600169289901712,0.0005600169289901712,1,0.005865460663180087,0.006425477592170258,0.5729166666666666,191
film,1.446754217526058,239,0,0.00043469906867941565,0.0015254899973183318,0.0015254899973183318,1,0.007632636480303009,0.00915812647762134,0.5716145833333334,192
purple,12.162708733745793,69,0,0.0,-0.0017257884978273074,0.0017257884978273074,-1,0.004000609319334303,0.002274820821506996,0.5706380208333334,193
detail,1.1630691684096146,253,0,0.0003723982479585543,0.001758842766502372,0.001758842766502372,1,0.009800897711489854,0.011559740477992226,0.5703125,194
lois van,0.4309210211486038,329,0,0.0012395479105482736,0.0014174947345618964,0.0014174947345618964,1,0.0017461642171110734,0.0031636589516729698,0.5690104166666666,195
to,1.3690539463728832,240,0,0.00012660440895588453,-0.0023853282681534586,0.0023853282681534586,-1,0.011130429848620602,0.008745101580467143,0.568359375,196
beksinski,1.237542116159117,248,0,0.00047880841967376216,0.001480472933508047,0.001480472933508047,1,0.004084253501105619,0.005564726434613666,0.5677083333333334,197
loish,6.889288071766435,111,0,0.0003144204980567749,0.001012430580908206,0.001012430580908206,1,0.0015603961796177685,0.0025728267605259745,0.56640625,198
illumination,0.005765847973847654,492,0,0.002202347079451112,0.002336581708166568,0.002336581708166568,1,0.0022745618022377975,0.004611143510404365,0.5657552083333334,199
camera,1.510610539125265,237,0,0.00022861941474507878,-0.00195887616347946,0.00195887616347946,-1,0.004134819530863554,0.002175943367384094,0.5638020833333334,200
flying,11.87430307473089,74,0,0.0,-0.0016646458056169254,0.0016646458056169254,-1,0.004359453042443572,0.002694807236826647,0.5615234375,201
suit,0.7501812899506203,290,0,0.0005362906057841655,0.0016758737002451197,0.0016758737002451197,1,0.0033357763776965875,0.005011650077941707,0.5611979166666666,202
dramatic,0.6816441067604947,299,0,0.0019840081919336163,-0.0009351947503371642,0.0009351947503371642,-1,0.009861851333887442,0.008926656583550277,0.5553385416666666,203
tree,3.1926338233099476,163,0,0.0,-0.0023572068957292813,0.0023572068957292813,-1,0.004526124288072668,0.0021689173923433863,0.5543619791666666,204
detailed intricate,0.2038722629230356,389,0,0.000828232086554052,0.0019956194429188454,0.0019956194429188454,1,0.0017464207739062967,0.0037420402168251423,0.5540364583333334,205
hyper,0.0058283010814493075,491,0,0.0028501402630222027,0.0018395456337537315,0.0018395456337537315,1,0.009482542307286755,0.011322087941040487,0.5514322916666666,206
young,42.05534149104195,13,1,0.00029055952225131497,0.00044678793345794606,0.00044678793345794606,1,0.006710103202310404,0.00715689113576835,0.5481770833333334,207
image,0.028761918079397528,460,0,0.0014493653209403266,-0.002106400612873276,0.002106400612873276,-1,0.0055773300640493935,0.0034709294511761175,0.5475260416666666,208
from,0.01070645526997839,482,0,0.002324387117056221,-0.001847254384045531,0.001847254384045531,-1,0.017825996910461217,0.015978742526415686,0.546875,209
style of,0.1750947239157116,398,0,0.0018898355179605153,0.0013923748200462827,0.0013923748200462827,1,0.013461868016989252,0.014854242837035535,0.5455729166666666,210
realism,2.0891403484970104,205,0,0.0008972246820016046,-0.0008171731160764367,0.0008171731160764367,-1,0.004460232481526961,0.0036430593654505246,0.5455729166666666,211
paint,0.04732003244636807,447,0,0.0006966255774875894,0.002894823859404376,0.002894823859404376,1,0.0019924050183043303,0.0048872288777087065,0.541015625,212
dynamic,2.8665110666515847,173,0,0.00025078320772934363,0.00120283710650827,0.00120283710650827,1,0.004213688805508132,0.005416525912016402,0.541015625,213
shaded,0.09846948143977265,419,0,0.000816902533763849,0.0020995565147967537,0.0020995565147967537,1,0.0016059688269722643,0.003705525341769018,0.5377604166666666,214
blue,1.722418608631238,222,0,0.00042096426502279214,0.0011765540035637134,0.0011765540035637134,1,0.008748101170306305,0.009924655173870018,0.5358072916666666,215
high,0.12806073040830077,412,0,0.0011248205834677426,0.0017277539265939668,0.0017277539265939668,1,0.01663600315720663,0.018363757083800596,0.5358072916666666,216
gaston,11.646313520836108,78,0,0.0,0.0013823840312075456,0.0013823840312075456,1,0.0014561608485783072,0.002838544879785853,0.5341796875,217
hyperrealism,0.5246953755026857,318,0,0.0009108003309387183,0.0012017835565486723,0.0012017835565486723,1,0.0032682396450109856,0.004470023201559658,0.5305989583333334,218
full,20.901379609746808,44,0,0.0005817690617398625,0.00022928922092170859,0.00022928922092170859,1,0.010744157243914684,0.010973446464836393,0.5299479166666666,219
peter,0.023068040841569677,468,0,0.001077651154858051,0.0021685326898830738,0.0021685326898830738,1,0.0035831597203309167,0.0057516924102139905,0.5266927083333334,220
painted,0.08979754595070816,423,0,0.0006888084374668717,0.0022085879568871135,0.0022085879568871135,1,0.0035173216412233803,0.005725909598110494,0.5266927083333334,221
pose,27.52639451117675,31,1,0.00021454552295861466,0.0004922040322054657,0.0004922040322054657,1,0.003310230433964247,0.0038024344661697126,0.525390625,222
gothic,7.561020908270264,105,0,0.0007165292784437311,0.00027851846556211464,0.00027851846556211464,1,0.0032556956856136165,0.003534214151175731,0.51953125,223
ray,1.6013136449945515,229,0,0.00014163263015228505,0.001508748497002198,0.001508748497002198,1,0.0029339010950933655,0.0044426495920955635,0.517578125,224
stunning,4.066285818592506,140,0,0.00033615429563537953,-0.0007307113147924011,0.0007307113147924011,-1,0.004073074681856457,0.003342363367064056,0.5169270833333334,225
ejsing,0.0021215083103465785,505,0,0.003407774451505604,0.0013877697782524185,0.0013877697782524185,1,0.0011139715854283732,0.0025017413636807917,0.5162760416666666,226
mask,0.6769927160708448,301,0,0.0006935051653895774,0.001167388654887161,0.001167388654887161,1,0.0028372927365177235,0.004004681391404885,0.515625,227
psychedelic,1.5481805303760565,234,0,0.00063538390744169,0.0008438171660642684,0.0008438171660642684,1,0.0027796864108898998,0.003623503576954168,0.5104166666666666,228
hildebrandt,19.814577967755206,45,0,0.0005547836193072031,-0.0001271527152071337,0.0001271527152071337,-1,0.002568731422775022,0.002441578707567888,0.509765625,229
comic,5.682875926618311,119,0,0.00017747972881752415,0.0008507241040664015,0.0008507241040664015,1,0.003153318317213078,0.004004042421279479,0.5091145833333334,230
intricate details,3.8203511411872535,147,0,0.0005853689664818482,0.00047099829200787473,0.00047099829200787473,1,0.003324657000726209,0.0037956552927340837,0.5091145833333334,231
vibrant,0.3321246488528119,359,0,0.000614804119102509,0.0014391542262248867,0.0014391542262248867,1,0.004709280266189188,0.006148434492414074,0.5084635416666666,232
coherent,2.94890881322859,171,0,0.00030837858150210964,0.0008820322338677774,0.0008820322338677774,1,0.0018627500437806818,0.002744782277648459,0.5084635416666666,233
angle,0.028428520054028843,462,0,0.0016944834890104507,-0.00145468907667521,0.00145468907667521,-1,0.0061443000380360544,0.0046896109613608445,0.5052083333333334,234
picture,4.250087431590783,134,0,0.0,-0.001425447238510571,0.001425447238510571,-1,0.003900488306365063,0.002475041067854492,0.5048828125,235
wayne,0.09625984332297165,420,0,0.0006343884249837166,0.001881289714312299,0.001881289714312299,1,0.002037516613379097,0.003918806327691396,0.5032552083333334,236
art nouveau,26.02221172459091,36,1,0.0004168930167101939,-0.00016687428112438724,0.00016687428112438724,-1,0.002826776544629766,0.0026599022635053786,0.501953125,237
trending,0.5091727326374894,320,0,0.004105407722178866,-0.00039460208983754796,0.00039460208983754796,-1,0.02137270499485255,0.020978102905015002,0.5006510416666666,238
engine,0.19560415062339764,392,0,0.0015348268433976,0.0011334768931146582,0.0011334768931146582,1,0.010165349925986363,0.011298826819101021,0.5,239
by ilya,9.546539402865447,95,0,5.878624312200325e-05,0.0008389722651904112,0.0008389722651904112,1,0.0019608563752247,0.002799828640415111,0.4973958333333333,240
photo,2.95915663716137,169,0,0.0014246373331790517,0.0001766998713906079,0.0001766998713906079,1,0.020174857233650333,0.02035155710504094,0.4967447916666667,241
illustration art,38.55886317447318,14,1,0.0004792317571840563,5.195638496869465e-06,5.195638496869465e-06,1,0.005579703830920066,0.005584899469416936,0.4967447916666667,242
ilya,7.0850643829563635,109,0,0.00015595094442874907,0.0007210897957263419,0.0007210897957263419,1,0.005360194768816095,0.006081284564542437,0.49609375,243
very detailed,0.6911735807282248,297,0,0.0007984112393550869,-0.0009151667972517891,0.0009151667972517891,-1,0.005035935349507629,0.0041207685522558395,0.4954427083333333,244
long,7.569670385252817,104,0,0.0003478962592098488,0.00041363193244928556,0.00041363193244928556,1,0.007215572329544104,0.007629204261993389,0.494140625,245
centered,0.2887715813370778,365,0,0.0014916953487725004,0.0009106567708450355,0.0009106567708450355,1,0.0022749650686715024,0.003185621839516538,0.4895833333333333,246
man,0.09477251530651959,422,0,0.0008072370553711524,-0.0014558947947327355,0.0014558947947327355,-1,0.012114737569644101,0.010658842774911366,0.48828125,247
detailed face,9.935740101966617,90,0,0.0,0.0011073022612580821,0.0011073022612580821,1,0.0021329763192487233,0.0032402785805068055,0.4879557291666667,248
aesthetic,11.054830319456714,84,0,0.0,0.0010753271857518922,0.0010753271857518922,1,0.0021906250199594844,0.0032659522057113767,0.4873046875,249
clouds,1.9005288596223222,215,0,0.0002837927366310344,0.0009663090613118591,0.0009663090613118591,1,0.0035533159908725793,0.004519625052184438,0.4869791666666667,250
details,3.050100668570375,166,0,0.0019172614532863945,-1.2443109045785425e-05,1.2443109045785425e-05,-1,0.00795319419115011,0.007940751082104324,0.4869791666666667,251
queen,2.184350500767265,199,0,8.32039993614336e-05,0.0011861397748223219,0.0011861397748223219,1,0.0020715605623347413,0.003257700337157063,0.486328125,252
jesper,0.0021215083103465785,503,0,0.00213085558291313,0.0013877697782524185,0.0013877697782524185,1,0.0011139715854283732,0.0025017413636807917,0.4837239583333333,253
gorgeous,22.60405255787017,38,1,0.0,-0.0008264826042307127,0.0008264826042307127,-1,0.0030179466609066103,0.0021914640566758977,0.4833984375,254
abstract,1.6707603189498927,226,0,0.0,0.0019207230897276962,0.0019207230897276962,1,0.0029296325688149155,0.004850355658542612,0.4833984375,255
artwork,0.1579458477067491,404,0,0.0005301289640276445,-0.0015918296849274007,0.0015918296849274007,-1,0.008011841483947351,0.006420011799019951,0.482421875,256
artgerm and,47.33177735361609,9,1,0.00028940428785096463,-6.576440795837309e-05,6.576440795837309e-05,-1,0.006473338384731174,0.006407573976772801,0.482421875,257
ultra realistic,0.14855581690210867,407,0,0.002292957288242967,-0.0008550063186107161,0.0008550063186107161,-1,0.005208547470436681,0.004353541151825965,0.4817708333333333,258
cyberpunk,0.04622426712169432,449,0,0.0012551543845267204,-0.0013276209434417985,0.0013276209434417985,-1,0.010980774531470219,0.00965315358802842,0.4798177083333333,259
digital art,1.8759775150506188,217,0,0.0010678752854895905,0.0003364881508095066,0.0003364881508095066,1,0.010982252767567074,0.01131874091837658,0.4791666666666667,260
giant,5.313692012283269,124,0,0.0,0.0011810234309453816,0.0011810234309453816,1,0.005860815738339204,0.007041839169284586,0.4788411458333333,261
perfect,1.0403781234128218,262,0,0.0019809906957872743,-0.00027311247990012815,0.00027311247990012815,-1,0.005379858003397253,0.005106745523497125,0.478515625,262
moon,5.325731574371878,123,0,0.0,0.0011718034169435265,0.0011718034169435265,1,0.003081675926895457,0.0042534793438389834,0.4768880208333333,263
for,1.5778923589262108,233,0,0.0,-0.0018889809200283922,0.0018889809200283922,-1,0.007199989549537899,0.005311008629509507,0.4768880208333333,264
out of,4.3129025705297295,133,0,0.0,-0.0011960632396983,0.0011960632396983,-1,0.004380334560927896,0.0031842713212295957,0.4762369791666667,265
volumetric lighting,0.34035978571545844,356,0,0.0002854810678035912,0.0016121062547744718,0.0016121062547744718,1,0.005219976147000885,0.006832082401775357,0.4752604166666667,266
room,13.063352965649214,65,0,0.0001509391912565449,-0.0004108711930108132,0.0004108711930108132,-1,0.004207138977350184,0.003796267784339371,0.474609375,267
human,1.1472052066947516,255,0,1.9027224292389843e-05,0.0014657181874574289,0.0014657181874574289,1,0.0036813211564345927,0.005147039343892022,0.4733072916666667,268
male,6.84183287721905,112,0,6.78687736889369e-05,0.0007176495030076953,0.0007176495030076953,1,0.003187738446548046,0.003905387949555741,0.4720052083333333,269
inside,3.2618191726866916,162,0,1.3478764186956928e-05,0.00104511543935673,0.00104511543935673,1,0.003927056113578936,0.004972171552935666,0.4713541666666667,270
painting by,0.06635815029415813,438,0,0.0005739028053460794,0.001699805622508141,0.001699805622508141,1,0.007158382035925174,0.008858187658433315,0.470703125,271
high quality,2.2650567564453787,196,0,0.00032700462135032784,0.0006494304967934938,0.0006494304967934938,1,0.006065266282842005,0.0067146967796354986,0.4700520833333333,272
like,0.35883061088273377,347,0,0.0004333615659399345,-0.001217185205223608,0.001217185205223608,-1,0.005360472948224984,0.0041432877430013755,0.46484375,273
features,2.4346914059237834,189,0,0.0002714539043226459,0.0006701878245761708,0.0006701878245761708,1,0.002082574224310973,0.0027527620488871436,0.46484375,274
poster,2.9893742672389814,168,0,0.0005713230538807398,-0.0002877183985933833,0.0002877183985933833,-1,0.007048478650449897,0.006760760251856513,0.46484375,275
post,2.1060947278068753,204,0,0.0,-0.0014762267960916858,0.0014762267960916858,-1,0.003618323578609618,0.002142096782517932,0.4645182291666667,276
blonde,7.896062174110929,103,0,0.0,0.0009867256453454422,0.0009867256453454422,1,0.0017904948601672702,0.0027772205055127124,0.4638671875,277
portrait painting,0.7224837124713963,294,0,0.0004124908331124432,-0.0009980178994850415,0.0009980178994850415,-1,0.003498463147036128,0.0025004452475510864,0.4622395833333333,278
wide angle,0.7464856158147603,291,0,0.00044976667112838685,-0.0009055791505243123,0.0009055791505243123,-1,0.004189866507464551,0.0032842873569402385,0.458984375,279
animation,1.261438669475626,246,0,0.00013015153502857844,0.0011513938501636276,0.0011513938501636276,1,0.001986211503760948,0.0031376053539245758,0.4557291666666667,280
out,3.592272120847559,158,0,0.0,-0.001177618536404427,0.001177618536404427,-1,0.006056687844533692,0.004879069308129265,0.4554036458333333,281
jesper ejsing,0.0021215083103465785,504,0,0.001268891056945978,0.0013877697782524185,0.0013877697782524185,1,0.0011139715854283732,0.0025017413636807917,0.4537760416666667,282
artwork by,0.8784442903943986,274,0,0.00020822305497018734,-0.001157885243842882,0.001157885243842882,-1,0.004252902199288099,0.003095016955445217,0.453125,283
realistic,0.0285897351438038,461,0,0.002856014910994535,-0.0008065783619227371,0.0008065783619227371,-1,0.020919682301270698,0.02011310393934796,0.4518229166666667,284
wearing,3.4453800867334583,160,0,0.0009589275611950547,-2.725946756299523e-05,2.725946756299523e-05,-1,0.014831196300325308,0.014803936832762312,0.4518229166666667,285
unreal,0.06457842445898344,440,0,0.0012544429847271483,0.0010775558603919946,0.0010775558603919946,1,0.009890111752400255,0.01096766761279225,0.451171875,286
lois,0.4309210211486038,330,0,0.00017797208324836646,0.0014174947345618964,0.0014174947345618964,1,0.0017461642171110734,0.0031636589516729698,0.4498697916666667,287
metal,2.6983573439654367,179,0,0.0,0.0012490282716812414,0.0012490282716812414,1,0.00258326640508009,0.0038322946767613314,0.4495442708333333,288
red,0.06790601143617692,437,0,0.0009219928721516501,0.0011538128151585662,0.0011538128151585662,1,0.01015805848785914,0.011311871303017706,0.4427083333333333,289
the style,0.6568055347083475,303,0,0.0018658170932486329,0.0002624593335184191,0.0002624593335184191,1,0.01112928019788498,0.011391739531403398,0.4420572916666667,290
deviantart,3.8142399399460944,148,0,2.497917655458375e-05,0.0007007932716811376,0.0007007932716811376,1,0.0031369800531901174,0.003837773324871255,0.4420572916666667,291
skin,35.4732594531729,19,1,0.0,0.00044084430868587127,0.00044084430868587127,1,0.004208510879868549,0.00464935518855442,0.4417317708333333,292
goddess,12.027477754913473,71,0,0.0,0.0006478278850472483,0.0006478278850472483,1,0.002404191653742258,0.0030520195387895065,0.4404296875,293
art of,4.167010092319862,137,0,0.000288740358911232,-0.00027401488115198205,0.00027401488115198205,-1,0.0037341330418583503,0.0034601181607063682,0.439453125,294
pink,0.8965730150355817,273,0,0.0002036173143558041,0.001070030068170991,0.001070030068170991,1,0.003807387397059289,0.00487741746523028,0.439453125,295
cover,0.26474757533011206,370,0,0.0002859149720236591,-0.0013457529833652837,0.0013457529833652837,-1,0.006501760102119022,0.005156007118753738,0.4381510416666667,296
dress,35.100030680435225,20,1,0.0,0.00042548905719388573,0.00042548905719388573,1,0.0038337380623821465,0.004259227119576032,0.4378255208333333,297
short,8.64509602416068,100,0,0.0,0.0007898051963387341,0.0007898051963387341,1,0.0026005571278804583,0.0033903623242191924,0.4365234375,298
head,0.6637933852615889,302,0,0.0003387814438331731,0.0009001618731395589,0.0009001618731395589,1,0.005804432760580825,0.006704594633720384,0.4342447916666667,299
futuristic,1.6749666280463509,225,0,0.0006294228718335962,-0.00028134636029548184,0.00028134636029548184,-1,0.007558485374382044,0.007277139014086562,0.43359375,300
down,1.9366803082571389,212,0,0.0,-0.0013062839610724123,0.0013062839610724123,-1,0.0035146601474573065,0.0022083761863848942,0.4332682291666667,301
boris,3.855545038027429,146,0,0.0003122471094644357,-0.0002585396552293,0.0002585396552293,-1,0.002637708923732526,0.002379169268503226,0.431640625,302
no,2.2735264852637562,193,0,0.0,0.001162112279759403,0.001162112279759403,1,0.002822903666275623,0.003985015946035026,0.4287109375,303
glass,4.239182951184681,135,0,0.00025454815275853857,0.0002630261336749309,0.0002630261336749309,1,0.0040320809897809295,0.00429510712345586,0.427734375,304
jean,8.412531775609079,102,0,1.588141757191935e-07,0.00045360657002117485,0.00045360657002117485,1,0.006184984068677966,0.006638590638699141,0.427734375,305
cat,11.108280642005791,83,0,0.0,-0.0006036684805034789,0.0006036684805034789,-1,0.008285186567451879,0.0076815180869484,0.4267578125,306
hd,0.3781428023619154,340,0,0.0003271656771485975,-0.0010552563781687525,0.0010552563781687525,-1,0.009374226332212066,0.008318969954043314,0.42578125,307
charlie,10.075647587553043,89,0,0.0002508835974739645,0.00010808279932447143,0.00010808279932447143,1,0.0022345396139813677,0.002342622413305839,0.4251302083333333,308
new,0.7337703135222193,293,0,0.0,-0.0017104936761665299,0.0017104936761665299,-1,0.00439401551987849,0.0026835218437119604,0.4235026041666667,309
detailed and,0.009811949116839297,485,0,0.0005544030932388116,0.0014912091223551185,0.0014912091223551185,1,0.0021270564496204142,0.0036182655719755328,0.4231770833333333,310
princess,10.740891087815815,85,0,0.0,-0.0005896091903928912,0.0005896091903928912,-1,0.0033113922856545827,0.0027217830952616915,0.4222005208333333,311
behance,1.1838110299792304,252,0,0.0004797320017239246,0.0004398502520276365,0.0004398502520276365,1,0.0030137316574280603,0.003453581909455697,0.421875,312
still,0.01828881087008708,474,0,0.0007471372855255391,0.0012505145892861853,0.0012505145892861853,1,0.008783857902243538,0.010034372491529723,0.4212239583333333,313
character design,2.4958468248477312,186,0,0.0001515952089653474,0.0005207420717781822,0.0005207420717781822,1,0.002175338967006979,0.002696081038785161,0.4186197916666667,314
vivid,0.21209635282937447,387,0,0.0006728450034853809,0.0008927366236443201,0.0008927366236443201,1,0.0029337409080783133,0.0038264775317226334,0.4186197916666667,315
john,0.7758893948180107,284,0,0.00043120419593417587,0.0005929183385180439,0.0005929183385180439,1,0.006103056184287155,0.006695974522805199,0.41796875,316
ancient,3.9157375806582713,144,0,0.00031983099575563805,0.00017754997282128007,0.00017754997282128007,1,0.003515510933060407,0.003693060905881687,0.41796875,317
insanely,0.16791141411319885,401,0,0.0004979379188366196,0.0010806211940935107,0.0010806211940935107,1,0.001881218154841572,0.0029618393489350826,0.4173177083333333,318
vibrant colors,0.00722098612074943,486,0,0.000591439651557945,0.0013786477319439178,0.0013786477319439178,1,0.0012881305794100303,0.002666778311353948,0.412109375,319
jia,0.36411190485485456,346,0,0.00013499565032104236,0.0012860241210564862,0.0012860241210564862,1,0.0023794386173236095,0.0036654627383800958,0.4095052083333333,320
fashion,17.54787120158723,53,0,0.0,0.00038448375650961594,0.00038448375650961594,1,0.0041697473448626034,0.004554231101372219,0.4091796875,321
around,0.9594856264839438,267,0,0.0,-0.0013749858604536367,0.0013749858604536367,-1,0.003344912263328778,0.001969926402875141,0.4091796875,322
photograph,1.033923434447067,264,0,8.280435684038195e-05,0.0009296908568006881,0.0009296908568006881,1,0.008394274186211068,0.009323965043011756,0.4069010416666667,323
house,5.524517867150328,122,0,0.00011452007348232364,0.0002664047417069797,0.0002664047417069797,1,0.003331180838272464,0.0035975855799794437,0.40625,324
sun,2.133360057615754,203,0,0.0,0.0010628659606334886,0.0010628659606334886,1,0.0029120156656726125,0.003974881626306101,0.4052734375,325
field,0.40623198258180376,337,0,0.0002562080726513257,0.0009905396870567885,0.0009905396870567885,1,0.005074288677245712,0.006064828364302501,0.4049479166666667,326
tom bagshaw,4.026786466239986,142,0,0.0003103911010593576,-0.00010030712147807456,0.00010030712147807456,-1,0.0027698897055326846,0.00266958258405461,0.4029947916666667,327
woman with,14.802130208064405,61,0,0.0,-0.00038152140381014993,0.00038152140381014993,-1,0.0029946908693356043,0.0026131694655254544,0.4026692708333333,328
over,1.2507442712096462,247,0,0.0,-0.0011854174563681375,0.0011854174563681375,-1,0.004402117331613267,0.0032166998752451294,0.3994140625,329
atmosphere,0.461917942564917,324,0,0.0004978403425648334,-0.0005677705414832927,0.0005677705414832927,-1,0.003632828559674346,0.0030650580181910535,0.3990885416666667,330
digital illustration,0.10506430577607162,417,0,6.013785433283274e-05,0.001764527417014592,0.001764527417014592,1,0.0014976193674470048,0.003262146784461597,0.3984375,331
extremely,0.7692719138383644,287,0,0.0008122390116171333,0.00023427429695211353,0.00023427429695211353,1,0.006203393496950669,0.006437667793902782,0.3984375,332
lightning,1.3467634033725366,242,0,0.0,0.0011666429337966989,0.0011666429337966989,1,0.001794490635143985,0.002961133568940684,0.3974609375,333
golden ratio,0.003188255629188444,502,0,0.0006835483497892099,0.001292947187423123,0.001292947187423123,1,0.001487500239497903,0.002780447426921026,0.3971354166666667,334
water,0.07480354918122514,432,0,0.0005101220881674727,0.0010754206613915063,0.0010754206613915063,1,0.0037255919222065345,0.004801012583598041,0.3971354166666667,335
standing,1.214213618799591,251,0,0.0003367018361439215,0.0003993467714397767,0.0003993467714397767,1,0.003995800398276137,0.0043951471697159135,0.3951822916666667,336
wlop and,18.35555021249728,48,0,4.262999237065283e-05,3.895413173071911e-05,3.895413173071911e-05,1,0.0020238926794996833,0.0020628468112304024,0.3951822916666667,337
floating,3.632215718561529,156,0,0.0,-0.0007182335606213514,0.0007182335606213514,-1,0.0032132019821114266,0.0024949684214900752,0.3935546875,338
cute,0.23749545793055343,381,0,0.0002140053486818047,0.001180988999791798,0.001180988999791798,1,0.006486791769203329,0.007667780768995127,0.3912760416666667,339
norman,9.899347190821038,91,0,0.0,0.0004159074744841977,0.0004159074744841977,1,0.0021276417664403465,0.002543549240924544,0.3902994791666667,340
featured,1.2244569396830214,249,0,0.00021865112417534375,0.0005100177726179798,0.0005100177726179798,1,0.002276247208458865,0.002786264981076845,0.388671875,341
anime,0.5906218245184499,313,0,0.001511309162688977,6.217005873807371e-05,6.217005873807371e-05,1,0.010604025406942108,0.010666195465680182,0.3880208333333333,342
playing,0.08129419792859155,424,0,0.0,-0.002420601503435343,0.002420601503435343,-1,0.005333284325702784,0.002912682822267441,0.3876953125,343
nouveau,27.23398496745247,33,1,0.0,-0.00020505240857236328,0.00020505240857236328,-1,0.002859177225298863,0.0026541248167264997,0.3876953125,344
warrior,4.624871673237539,129,0,8.987484597584656e-05,-0.0002271338559165976,0.0002271338559165976,-1,0.00291346179740227,0.0026863279414856725,0.38671875,345
trees,5.5692580167442,121,0,0.0,0.0004909742446343418,0.0004909742446343418,1,0.002557821479575794,0.003048795724210136,0.3850911458333333,346
symmetry,5.761302273729464,118,0,0.0,0.00047193235816157765,0.00047193235816157765,1,0.00249942879763991,0.0029713611558014877,0.3844401041666667,347
painted by,0.00010422838084116669,511,0,0.0008035810392499407,0.0011339374850677804,0.0011339374850677804,1,0.002807778366937965,0.003941715852005746,0.3834635416666667,348
forest,1.4686508796580051,238,0,0.00014572274183988855,0.0005207789218297171,0.0005207789218297171,1,0.00670489850908553,0.007225677430915247,0.3834635416666667,349
neon,4.03607100772127,141,0,0.0,-0.0005497365832428085,0.0005497365832428085,-1,0.006161592362783544,0.005611855779540736,0.3831380208333333,350
station,0.03477684135149035,458,0,0.0003530952856814985,-0.0012760571507334098,0.0012760571507334098,-1,0.0035520604877613236,0.002276003337027914,0.3828125,351
extreme,2.270247779859617,194,0,0.0003716185312848579,0.00011329821126442301,0.00011329821126442301,1,0.002525740880609536,0.002639039091873959,0.3828125,352
holding,1.706300812511039,223,0,0.00021744715765934603,0.0003930814828653579,0.0003930814828653579,1,0.005243100724317322,0.00563618220718268,0.3815104166666667,353
quality,0.0005117199174383865,510,0,0.0011701929790820897,0.0009163715699104669,0.0009163715699104669,1,0.008185216053294234,0.009101587623204701,0.3815104166666667,354
fog,1.9223610889831035,214,0,0.0,0.0009017771661609737,0.0009017771661609737,1,0.0022949743443518166,0.0031967515105127903,0.3798828125,355
inspired,0.000591129462577907,509,0,0.0002656902473425166,-0.0016943148234656443,0.0016943148234656443,-1,0.004028629287217202,0.0023343144637515576,0.3756510416666667,356
still of,0.19828378741710567,390,0,0.00046197371314490334,-0.0007378577339273869,0.0007378577339273869,-1,0.003763772265224842,0.003025914531297455,0.3736979166666667,357
oil on,0.29597380246869276,363,0,0.0003796734734153802,-0.0006665509073912417,0.0006665509073912417,-1,0.003647795885143829,0.0029812449777525873,0.3717447916666667,358
people,1.804575350390812,221,0,0.0,0.0008710028871970993,0.0008710028871970993,1,0.0029013499282120343,0.0037723528154091335,0.3714192708333333,359
hyper realistic,0.35333113575621955,348,0,0.001161609713731687,0.00018111843674790008,0.00018111843674790008,1,0.004661215260408017,0.004842333697155917,0.3697916666666667,360
flowers,0.31457891108880426,360,0,0.0,0.0015517489407271554,0.0015517489407271554,1,0.0032951136292960316,0.004846862570023187,0.3694661458333333,361
yellow,3.785562914168818,149,0,0.0,0.0004987348023879619,0.0004987348023879619,1,0.0024424529495333854,0.0029411877519213473,0.3694661458333333,362
medieval,3.9452174091768355,143,0,0.0,0.00046616452839563045,0.00046616452839563045,1,0.003307640716390363,0.0037738052447859934,0.3655598958333333,363
