variant,notes,n_selected,jaccard_vs_baseline,W1_hgb_auc,W1_hgb_ap,W1_logreg_auc,W2_hgb_auc,W2_hgb_ap,W2_logreg_auc,sec,top5
A_baseline_F|W1hold,Scaler→Var→SelectKBest(F) | metrics=official_run_fsds,15,1.0,0.6620859760394644,0.0010131712259371835,0.9154334038054969,0.7679169107187682,0.011375750248680611,0.4668507516804731,0.42092108726501465,"e_n_exp,u_n_events,u_n_exp,u_n_uniq_items,u_span_sec"
Z_combined|W1hold,COMBINED(=cmean+π→FSDS): cmean pre→21 + π-stable F→15 | fused→official_FSDS,15,1.0,0.6620859760394644,0.0010131712259371835,0.9154334038054969,0.7735126767634507,0.011500471326159218,0.4668507516804731,0.4184432029724121,"u_n_uniq_items,ui_pop_mismatch,e_log1p_exp,e_n_exp,i_log1p_n_exp"
P_po_vimp_FSDS|W1hold,PO-VIMP pre→18 (risk=1.1919e-06) then FSDS-F→15 | fused→official_FSDS,15,0.6666666666666666,0.5819238900634249,0.0008230452674897119,0.9274136715997181,0.7592809527794048,0.0060740603950820175,0.44602264803503194,2.789135217666626,"ui_pop_mismatch,i_log1p_n_users,i_log1p_n_covisit,i_n_covisit_neighbors,u_n_exp"
Z_combined_PO|W1hold,COMBINED-PO: cmean⋈PO-VIMP→18 | 5-fold π-stable SelectKBest(F) | PO-risk=1.1919e-06 | →FSDS | fused→official_FSDS,15,0.6666666666666666,0.5819238900634249,0.0008230452674897119,0.9274136715997181,0.7387805762418765,0.005709287068983702,0.44602264803503194,2.80015230178833,"u_n_uniq_items,i_n_exp,i_log1p_n_users,i_n_covisit_neighbors,ui_pop_mismatch"
