y,batch,user_id,n_list,x_sage_0,x_sage_1,x_sage_2,x_sage_3,x_sage_4,x_sage_5,x_sage_6,x_sage_7,x_sage_8,x_sage_9,x_sage_10,x_sage_11,x_sage_12,x_sage_13,x_sage_14,x_sage_15,x_n_nodes,x_n_edges,x_mean_deg,x_n_cc,x_n_q_seeds,x_seed_frac,x_lcc_frac
0.75,12,5,4,0.75,0.575,0.55,0.75,0.769167,0.65183,0.578241,0.75,0.769167,0.65183,0.578241,0.75,0.764931,0.628498,0.565539,0.75,1,0.8625,0.575,0.325,1.25,0.75,0.75
0.5,12,6,4,0.35,0.133333,0.55,0.25,0.35,0.133333,0.55,0.25,0.35,0.133333,0.55,0.25,0.35,0.133333,0.55,0.25,1,0.2,0.133333,0.85,0.583333,0.35,0.25
0.25,12,7,4,0.5,0.3,0.55,0.525,0.508929,0.333413,0.540982,0.525,0.508929,0.333413,0.540982,0.525,0.499435,0.325513,0.536005,0.525,1,0.45,0.3,0.575,0.833333,0.5,0.525
0.75,12,8,4,0.6,0.341667,0.55,0.525,0.6,0.354167,0.560875,0.525,0.6,0.354167,0.560875,0.525,0.6,0.352222,0.56101,0.525,1,0.5125,0.341667,0.575,1,0.6,0.525
0.75,12,9,4,0.525,0.225,0.55,0.375,0.525,0.227083,0.550417,0.375,0.525,0.227083,0.550417,0.375,0.525,0.226042,0.550208,0.375,1,0.3375,0.225,0.6,0.875,0.525,0.375
0.5,12,10,4,0.425,0.0916667,0.55,0.3,0.425,0.12,0.52425,0.3,0.425,0.12,0.52425,0.3,0.425,0.100833,0.542375,0.3,1,0.1375,0.0916667,0.775,0.708333,0.425,0.3
0.75,12,11,4,0.8,0.6,0.55,0.625,0.821429,0.628968,0.564762,0.625,0.821429,0.628968,0.564762,0.625,0.817857,0.616303,0.562212,0.625,1,0.9,0.6,0.4,1.33333,0.8,0.625
0.75,12,12,4,0.775,0.558333,0.55,0.725,0.795,0.595903,0.524333,0.725,0.795,0.595903,0.524333,0.725,0.787917,0.577847,0.536271,0.725,1,0.8375,0.558333,0.375,1.29167,0.775,0.725
0.5,12,13,4,0.45,0.275,0.55,0.4,0.45,0.275,0.55,0.4,0.45,0.275,0.55,0.4,0.45,0.275,0.55,0.4,1,0.4125,0.275,0.675,0.75,0.45,0.4
0.5,12,14,4,0.5,0.308333,0.55,0.525,0.499167,0.324028,0.543417,0.525,0.499167,0.324028,0.543417,0.525,0.498819,0.316053,0.547625,0.525,1,0.4625,0.308333,0.55,0.833333,0.5,0.525
0.5,12,15,4,0.625,0.45,0.55,0.5,0.625,0.4575,0.54925,0.5,0.625,0.4575,0.54925,0.5,0.625,0.454667,0.548283,0.5,1,0.675,0.45,0.5,1.04167,0.625,0.5
0.75,12,16,4,0.375,0.416667,0.55,0.5,0.375,0.423611,0.539167,0.5,0.375,0.423611,0.539167,0.5,0.375,0.41875,0.550417,0.5,1,0.625,0.416667,0.525,0.625,0.375,0.5
0.25,12,17,4,0.6,0.375,0.55,0.475,0.6,0.375,0.55,0.475,0.6,0.375,0.55,0.475,0.6,0.375,0.55,0.475,1,0.5625,0.375,0.6,1,0.6,0.475
0.25,12,18,4,0.3,0.05,0.55,0.175,0.3,0.05,0.55,0.175,0.3,0.05,0.55,0.175,0.3,0.05,0.55,0.175,1,0.075,0.05,0.875,0.5,0.3,0.175
0.75,12,19,4,0.35,0.133333,0.55,0.35,0.35,0.147917,0.552083,0.35,0.35,0.147917,0.552083,0.35,0.35,0.138194,0.558056,0.35,1,0.2,0.133333,0.75,0.583333,0.35,0.35
0.25,13,0,4,0.325,0.183333,0.55,0.35,0.34,0.19625,0.562125,0.35,0.34,0.19625,0.562125,0.35,0.3355,0.188208,0.547488,0.35,1,0.275,0.183333,0.675,0.541667,0.325,0.35
0.5,13,1,4,0.525,0.408333,0.55,0.575,0.530833,0.431528,0.542958,0.575,0.530833,0.431528,0.542958,0.575,0.540597,0.432113,0.54677,0.575,1,0.6125,0.408333,0.475,0.875,0.525,0.575
0.75,13,2,4,0.4,0.0666667,0.55,0.25,0.4,0.0708333,0.55,0.25,0.4,0.0708333,0.55,0.25,0.4,0.06875,0.55,0.25,1,0.1,0.0666667,0.825,0.666667,0.4,0.25
0.75,13,3,4,0.55,0.383333,0.55,0.425,0.55,0.421759,0.545556,0.425,0.55,0.421759,0.545556,0.425,0.55,0.41059,0.540964,0.425,1,0.575,0.383333,0.625,0.916667,0.55,0.425
0.25,13,4,4,0.3,0.2,0.55,0.3,0.3,0.2,0.55,0.3,0.3,0.2,0.55,0.3,0.3,0.2,0.55,0.3,1,0.3,0.2,0.7,0.5,0.3,0.3
0.75,13,5,4,0.575,0.241667,0.55,0.425,0.615,0.278125,0.517833,0.425,0.615,0.278125,0.517833,0.425,0.602917,0.258194,0.535507,0.425,1,0.3625,0.241667,0.625,0.958333,0.575,0.425
0.25,13,6,4,0.375,0.258333,0.55,0.425,0.410417,0.286458,0.568333,0.425,0.410417,0.286458,0.568333,0.425,0.398958,0.275694,0.55691,0.425,1,0.3875,0.258333,0.625,0.625,0.375,0.425
0.75,13,7,4,0.475,0.266667,0.55,0.4,0.5,0.285069,0.537917,0.4,0.5,0.285069,0.537917,0.4,0.480208,0.27662,0.541806,0.4,1,0.4,0.266667,0.625,0.791667,0.475,0.4
0.5,13,8,4,0.5,0.183333,0.55,0.35,0.5,0.183333,0.55,0.35,0.5,0.183333,0.55,0.35,0.5,0.183333,0.55,0.35,1,0.275,0.183333,0.7,0.833333,0.5,0.35
0.25,13,9,4,0.4,0.208333,0.55,0.35,0.4,0.208333,0.55,0.35,0.4,0.208333,0.55,0.35,0.4,0.208333,0.55,0.35,1,0.3125,0.208333,0.725,0.666667,0.4,0.35
0.25,13,10,4,0.325,0.275,0.55,0.35,0.325,0.275,0.55,0.35,0.325,0.275,0.55,0.35,0.325,0.275,0.55,0.35,1,0.4125,0.275,0.725,0.541667,0.325,0.35
0.75,13,11,4,0.525,0.183333,0.55,0.3,0.525,0.183333,0.55,0.3,0.525,0.183333,0.55,0.3,0.525,0.183333,0.55,0.3,1,0.275,0.183333,0.7,0.875,0.525,0.3
0.5,13,12,4,0.275,0.0666667,0.55,0.225,0.2625,0.0736111,0.55,0.225,0.2625,0.0736111,0.55,0.225,0.275,0.0675926,0.55,0.225,1,0.1,0.0666667,0.85,0.458333,0.275,0.225
0.75,13,13,4,0.5,0.25,0.55,0.45,0.525357,0.286468,0.54194,0.45,0.525357,0.286468,0.54194,0.45,0.505765,0.272849,0.547305,0.45,1,0.375,0.25,0.625,0.833333,0.5,0.45
0.5,13,14,4,0.275,0.133333,0.55,0.275,0.275,0.142083,0.559875,0.275,0.275,0.142083,0.559875,0.275,0.275,0.138208,0.555288,0.275,1,0.2,0.133333,0.8,0.458333,0.275,0.275
0.75,13,15,4,0.6,0.458333,0.55,0.5,0.6,0.4625,0.54,0.5,0.6,0.4625,0.54,0.5,0.6,0.458333,0.55,0.5,1,0.6875,0.458333,0.525,1,0.6,0.5
0.5,13,16,4,0.6,0.425,0.55,0.475,0.6,0.429167,0.54625,0.475,0.6,0.429167,0.54625,0.475,0.6,0.425,0.55,0.475,1,0.6375,0.425,0.525,1,0.6,0.475
0.75,13,17,4,0.625,0.283333,0.55,0.6,0.633333,0.309722,0.544583,0.6,0.633333,0.309722,0.544583,0.6,0.620833,0.300174,0.54191,0.6,1,0.425,0.283333,0.475,1.04167,0.625,0.6
0.25,13,18,4,0.3,0.0416667,0.55,0.2,0.3,0.0416667,0.55,0.2,0.3,0.0416667,0.55,0.2,0.3,0.0416667,0.55,0.2,1,0.0625,0.0416667,0.9,0.5,0.3,0.2
0.5,13,19,4,0.425,0.233333,0.55,0.475,0.4375,0.272778,0.559333,0.475,0.4375,0.272778,0.559333,0.475,0.425,0.251667,0.545188,0.475,1,0.35,0.233333,0.625,0.708333,0.425,0.475
0.5,14,0,4,0.55,0.3,0.55,0.45,0.566667,0.313889,0.558333,0.45,0.566667,0.313889,0.558333,0.45,0.559722,0.306481,0.549861,0.45,1,0.45,0.3,0.625,0.916667,0.55,0.45
0.5,14,1,4,0.425,0.15,0.55,0.3,0.425,0.15875,0.537125,0.3,0.425,0.15875,0.537125,0.3,0.425,0.154875,0.544112,0.3,1,0.225,0.15,0.75,0.708333,0.425,0.3
0.5,14,2,4,0.625,0.391667,0.55,0.55,0.641667,0.408333,0.562917,0.55,0.641667,0.408333,0.562917,0.55,0.636111,0.404861,0.555035,0.55,1,0.5875,0.391667,0.525,1.04167,0.625,0.55
0.25,14,3,4,0.2,0.133333,0.55,0.25,0.2,0.133333,0.55,0.25,0.2,0.133333,0.55,0.25,0.2,0.133333,0.55,0.25,1,0.2,0.133333,0.725,0.333333,0.2,0.25
0.5,14,4,4,0.4,0.3,0.55,0.45,0.4,0.312222,0.557667,0.45,0.4,0.312222,0.557667,0.45,0.4,0.313259,0.552711,0.45,1,0.45,0.3,0.55,0.666667,0.4,0.45
0.5,14,5,4,0.575,0.308333,0.55,0.5,0.575,0.320833,0.543542,0.5,0.575,0.320833,0.543542,0.5,0.575,0.316667,0.548976,0.5,1,0.4625,0.308333,0.55,0.958333,0.575,0.5
0,14,6,4,0.525,0.325,0.55,0.525,0.533333,0.362302,0.54503,0.525,0.533333,0.362302,0.54503,0.525,0.520833,0.345933,0.549482,0.525,1,0.4875,0.325,0.575,0.875,0.525,0.525
0.5,14,7,4,0.525,0.2,0.55,0.375,0.525,0.214167,0.560125,0.375,0.525,0.214167,0.560125,0.375,0.525,0.208125,0.551219,0.375,1,0.3,0.2,0.725,0.875,0.525,0.375
0.75,14,8,4,0.325,0.0666667,0.55,0.2,0.325,0.0666667,0.55,0.2,0.325,0.0666667,0.55,0.2,0.325,0.0666667,0.55,0.2,1,0.1,0.0666667,0.825,0.541667,0.325,0.2
0.5,14,9,4,0.35,0.208333,0.55,0.475,0.35625,0.217708,0.553333,0.475,0.35625,0.217708,0.553333,0.475,0.357292,0.216319,0.545382,0.475,1,0.3125,0.208333,0.625,0.583333,0.35,0.475
0.5,14,10,4,0.425,0.258333,0.55,0.425,0.425,0.2825,0.543708,0.425,0.425,0.2825,0.543708,0.425,0.425,0.270574,0.548794,0.425,1,0.3875,0.258333,0.675,0.708333,0.425,0.425
0.5,14,11,4,0.425,0.308333,0.55,0.425,0.458333,0.325,0.566667,0.425,0.458333,0.325,0.566667,0.425,0.425,0.308333,0.55,0.425,1,0.4625,0.308333,0.625,0.708333,0.425,0.425
0.5,14,12,4,0.575,0.391667,0.55,0.475,0.59375,0.41131,0.545446,0.475,0.59375,0.41131,0.545446,0.475,0.590737,0.40592,0.5435,0.475,1,0.5875,0.391667,0.525,0.958333,0.575,0.475
0.5,14,13,4,0.425,0.316667,0.55,0.5,0.425,0.356399,0.574714,0.5,0.425,0.356399,0.574714,0.5,0.425,0.340308,0.557815,0.5,1,0.475,0.316667,0.55,0.708333,0.425,0.5
0.5,14,14,4,0.45,0.183333,0.55,0.375,0.481667,0.199028,0.539292,0.375,0.481667,0.199028,0.539292,0.375,0.468833,0.190292,0.548212,0.375,1,0.275,0.183333,0.675,0.75,0.45,0.375
0.75,14,15,4,0.425,0.0916667,0.55,0.25,0.425,0.0986111,0.56375,0.25,0.425,0.0986111,0.56375,0.25,0.425,0.09375,0.553125,0.25,1,0.1375,0.0916667,0.775,0.708333,0.425,0.25
0,14,16,4,0.3,0.125,0.55,0.25,0.3,0.125,0.55,0.25,0.3,0.125,0.55,0.25,0.3,0.125,0.55,0.25,1,0.1875,0.125,0.8,0.5,0.3,0.25
0.5,14,17,4,0.35,0.175,0.55,0.375,0.3625,0.183333,0.54,0.375,0.3625,0.183333,0.54,0.375,0.35,0.175,0.55,0.375,1,0.2625,0.175,0.7,0.583333,0.35,0.375
0.5,14,18,4,0.6,0.3,0.55,0.475,0.6,0.327679,0.565542,0.475,0.6,0.327679,0.565542,0.475,0.6,0.322515,0.556366,0.475,1,0.45,0.3,0.55,1,0.6,0.475
0.5,14,19,4,0.2,0.075,0.55,0.225,0.2,0.075,0.55,0.225,0.2,0.075,0.55,0.225,0.2,0.075,0.55,0.225,1,0.1125,0.075,0.85,0.333333,0.2,0.225
