y,batch,user_id,n_list,x_sage_0,x_sage_1,x_sage_2,x_sage_3,x_sage_4,x_sage_5,x_sage_6,x_sage_7,x_sage_8,x_sage_9,x_sage_10,x_sage_11,x_sage_12,x_sage_13,x_sage_14,x_sage_15,x_n_nodes,x_n_edges,x_mean_deg,x_n_cc,x_n_q_seeds,x_seed_frac,x_lcc_frac
0.5,5,18,4,0.5,0.233333,0.55,0.35,0.5,0.233333,0.55,0.35,0.5,0.233333,0.55,0.35,0.5,0.233333,0.55,0.35,1,0.35,0.233333,0.75,0.833333,0.5,0.35
0.25,5,19,4,0.475,0.325,0.55,0.475,0.490079,0.365774,0.571369,0.475,0.490079,0.365774,0.571369,0.475,0.484694,0.355676,0.557527,0.475,1,0.4875,0.325,0.6,0.791667,0.475,0.475
0.75,6,0,4,0.65,0.333333,0.55,0.55,0.65,0.376389,0.551792,0.55,0.65,0.376389,0.551792,0.55,0.65,0.36434,0.562049,0.55,1,0.5,0.333333,0.5,1.08333,0.65,0.55
0.25,6,1,4,0.575,0.241667,0.55,0.425,0.575,0.262222,0.5705,0.425,0.575,0.262222,0.5705,0.425,0.575,0.255593,0.5556,0.425,1,0.3625,0.241667,0.625,0.958333,0.575,0.425
0.5,6,2,4,0.5,0.366667,0.55,0.45,0.521875,0.396875,0.558214,0.45,0.521875,0.396875,0.558214,0.45,0.51875,0.385863,0.554362,0.45,1,0.55,0.366667,0.6,0.833333,0.5,0.45
0.5,6,3,4,0.6,0.35,0.55,0.525,0.616667,0.400992,0.545417,0.525,0.616667,0.400992,0.545417,0.525,0.608333,0.388506,0.553482,0.525,1,0.525,0.35,0.525,1,0.6,0.525
0.25,6,4,4,0.45,0.125,0.55,0.3,0.45,0.127778,0.549167,0.3,0.45,0.127778,0.549167,0.3,0.45,0.125926,0.549722,0.3,1,0.1875,0.125,0.725,0.75,0.45,0.3
0.5,6,5,4,0.425,0.391667,0.55,0.375,0.425,0.391667,0.55,0.375,0.425,0.391667,0.55,0.375,0.425,0.391667,0.55,0.375,1,0.5875,0.391667,0.725,0.708333,0.425,0.375
0.5,6,6,4,0.45,0.25,0.55,0.35,0.45,0.267649,0.55761,0.35,0.45,0.267649,0.55761,0.35,0.45,0.265047,0.557611,0.35,1,0.375,0.25,0.75,0.75,0.45,0.35
0.25,6,7,4,0.475,0.25,0.55,0.525,0.497917,0.269792,0.571042,0.525,0.497917,0.269792,0.571042,0.525,0.481771,0.259578,0.562205,0.525,1,0.375,0.25,0.525,0.791667,0.475,0.525
0.25,6,8,4,0.375,0.283333,0.55,0.35,0.375,0.283333,0.55,0.35,0.375,0.283333,0.55,0.35,0.375,0.283333,0.55,0.35,1,0.425,0.283333,0.675,0.625,0.375,0.35
1,6,9,4,0.5,0.325,0.55,0.45,0.502381,0.345714,0.558036,0.45,0.502381,0.345714,0.558036,0.45,0.500624,0.337518,0.557643,0.45,1,0.4875,0.325,0.625,0.833333,0.5,0.45
0.5,6,10,4,0.575,0.466667,0.55,0.45,0.575,0.466667,0.55,0.45,0.575,0.466667,0.55,0.45,0.575,0.466667,0.55,0.45,1,0.7,0.466667,0.575,0.958333,0.575,0.45
0.25,6,11,4,0.45,0.191667,0.55,0.425,0.4625,0.229514,0.548208,0.425,0.4625,0.229514,0.548208,0.425,0.45625,0.209167,0.550604,0.425,1,0.2875,0.191667,0.675,0.75,0.45,0.425
0.5,6,12,4,0.55,0.25,0.55,0.525,0.59625,0.291944,0.57425,0.525,0.59625,0.291944,0.57425,0.525,0.586542,0.281167,0.572475,0.525,1,0.375,0.25,0.525,0.916667,0.55,0.525
0.25,6,13,4,0.275,0.208333,0.55,0.375,0.2875,0.213542,0.546458,0.375,0.2875,0.213542,0.546458,0.375,0.284375,0.214236,0.542118,0.375,1,0.3125,0.208333,0.65,0.458333,0.275,0.375
0.5,6,14,4,0.525,0.35,0.55,0.475,0.525,0.370833,0.535,0.475,0.525,0.370833,0.535,0.475,0.525,0.369444,0.539062,0.475,1,0.525,0.35,0.625,0.875,0.525,0.475
0.75,6,15,4,0.425,0.191667,0.55,0.3,0.425,0.191667,0.55,0.3,0.425,0.191667,0.55,0.3,0.425,0.191667,0.55,0.3,1,0.2875,0.191667,0.7,0.708333,0.425,0.3
0.25,6,16,4,0.35,0.216667,0.55,0.35,0.35,0.234722,0.546583,0.35,0.35,0.234722,0.546583,0.35,0.35,0.228333,0.544267,0.35,1,0.325,0.216667,0.75,0.583333,0.35,0.35
0.75,6,17,4,0.675,0.383333,0.55,0.55,0.675,0.405556,0.558333,0.55,0.675,0.405556,0.558333,0.55,0.675,0.395833,0.548802,0.55,1,0.575,0.383333,0.475,1.125,0.675,0.55
0.5,6,18,4,0.525,0.258333,0.55,0.4,0.525,0.268056,0.574583,0.4,0.525,0.268056,0.574583,0.4,0.525,0.26088,0.554549,0.4,1,0.3875,0.258333,0.6,0.875,0.525,0.4
0.25,6,19,4,0.4,0.125,0.55,0.325,0.4125,0.135417,0.531875,0.325,0.4125,0.135417,0.531875,0.325,0.4,0.126042,0.547813,0.325,1,0.1875,0.125,0.75,0.666667,0.4,0.325
1,7,0,4,0.625,0.408333,0.55,0.5,0.64,0.417083,0.5495,0.5,0.64,0.417083,0.5495,0.5,0.6355,0.413208,0.54865,0.5,1,0.6125,0.408333,0.525,1.04167,0.625,0.5
0.25,7,1,4,0.35,0.233333,0.55,0.4,0.356667,0.251528,0.542,0.4,0.356667,0.251528,0.542,0.4,0.349806,0.247343,0.545199,0.4,1,0.35,0.233333,0.7,0.583333,0.35,0.4
0.75,7,2,4,0.575,0.333333,0.55,0.55,0.5875,0.381389,0.545232,0.55,0.5875,0.381389,0.545232,0.55,0.575,0.361868,0.54761,0.55,1,0.5,0.333333,0.55,0.958333,0.575,0.55
0.5,7,3,4,0.65,0.658333,0.55,0.625,0.65,0.658333,0.55,0.625,0.65,0.658333,0.55,0.625,0.65,0.658333,0.55,0.625,1,0.9875,0.658333,0.475,1.08333,0.65,0.625
0.25,7,4,4,0.375,0.133333,0.55,0.325,0.3875,0.15,0.545,0.325,0.3875,0.15,0.545,0.325,0.375,0.139583,0.545625,0.325,1,0.2,0.133333,0.7,0.625,0.375,0.325
0.75,7,5,4,0.45,0.208333,0.55,0.375,0.470833,0.225,0.539167,0.375,0.470833,0.225,0.539167,0.375,0.445833,0.212963,0.545278,0.375,1,0.3125,0.208333,0.65,0.75,0.45,0.375
0.25,7,6,4,0.55,0.233333,0.55,0.45,0.57,0.261667,0.545875,0.45,0.57,0.261667,0.545875,0.45,0.5655,0.248938,0.542444,0.45,1,0.35,0.233333,0.625,0.916667,0.55,0.45
0.25,7,7,4,0.325,0.175,0.55,0.25,0.325,0.175,0.55,0.25,0.325,0.175,0.55,0.25,0.325,0.175,0.55,0.25,1,0.2625,0.175,0.85,0.541667,0.325,0.25
0.5,7,8,4,0.5,0.158333,0.55,0.325,0.5125,0.1625,0.55,0.325,0.5125,0.1625,0.55,0.325,0.5,0.158333,0.55,0.325,1,0.2375,0.158333,0.7,0.833333,0.5,0.325
0.75,7,9,4,0.7,0.675,0.55,0.65,0.729167,0.709606,0.561701,0.65,0.729167,0.709606,0.561701,0.65,0.708333,0.694885,0.547136,0.65,1,1.0125,0.675,0.425,1.16667,0.7,0.65
0.5,7,10,4,0.425,0.283333,0.55,0.425,0.425,0.307639,0.548274,0.425,0.425,0.307639,0.548274,0.425,0.425,0.302348,0.544042,0.425,1,0.425,0.283333,0.675,0.708333,0.425,0.425
0.75,7,11,4,0.55,0.283333,0.55,0.425,0.55,0.295833,0.553125,0.425,0.55,0.295833,0.553125,0.425,0.55,0.290972,0.551042,0.425,1,0.425,0.283333,0.65,0.916667,0.55,0.425
0.75,7,12,4,0.6,0.35,0.55,0.5,0.648512,0.390565,0.547708,0.5,0.648512,0.390565,0.547708,0.5,0.638621,0.380238,0.562983,0.5,1,0.525,0.35,0.55,1,0.6,0.5
1,7,13,4,0.425,0.258333,0.55,0.375,0.441667,0.265278,0.557083,0.375,0.441667,0.265278,0.557083,0.375,0.433333,0.260417,0.549792,0.375,1,0.3875,0.258333,0.575,0.708333,0.425,0.375
0.5,7,14,4,0.4,0.416667,0.55,0.575,0.402381,0.439484,0.564583,0.575,0.402381,0.439484,0.564583,0.575,0.380598,0.437056,0.5488,0.575,1,0.625,0.416667,0.5,0.666667,0.4,0.575
0.75,7,15,4,0.525,0.35,0.55,0.45,0.525,0.35,0.55,0.45,0.525,0.35,0.55,0.45,0.525,0.35,0.55,0.45,1,0.525,0.35,0.65,0.875,0.525,0.45
0.75,7,16,4,0.6,0.433333,0.55,0.525,0.6,0.463773,0.553854,0.525,0.6,0.463773,0.553854,0.525,0.6,0.453218,0.550599,0.525,1,0.65,0.433333,0.55,1,0.6,0.525
0,7,17,4,0.225,0.0333333,0.55,0.175,0.225,0.0333333,0.55,0.175,0.225,0.0333333,0.55,0.175,0.225,0.0333333,0.55,0.175,1,0.05,0.0333333,0.925,0.375,0.225,0.175
0.5,7,18,4,0.3,0.166667,0.55,0.3,0.317857,0.182619,0.55194,0.3,0.317857,0.182619,0.55194,0.3,0.319127,0.17981,0.550482,0.3,1,0.25,0.166667,0.8,0.5,0.3,0.3
0.5,7,19,4,0.475,0.266667,0.55,0.425,0.475,0.301389,0.554167,0.425,0.475,0.301389,0.554167,0.425,0.475,0.295602,0.553056,0.425,1,0.4,0.266667,0.6,0.791667,0.475,0.425
0,8,0,4,0.475,0.208333,0.55,0.35,0.479167,0.215278,0.549583,0.35,0.479167,0.215278,0.549583,0.35,0.472917,0.210417,0.548542,0.35,1,0.3125,0.208333,0.65,0.791667,0.475,0.35
0.5,8,1,4,0.65,0.483333,0.55,0.575,0.6625,0.501389,0.56275,0.575,0.6625,0.501389,0.56275,0.575,0.65,0.488426,0.551208,0.575,1,0.725,0.483333,0.475,1.08333,0.65,0.575
0.5,8,2,4,0.525,0.35,0.55,0.4,0.525,0.35,0.55,0.4,0.525,0.35,0.55,0.4,0.525,0.35,0.55,0.4,1,0.525,0.35,0.675,0.875,0.525,0.4
0.5,8,3,4,0.475,0.275,0.55,0.475,0.495,0.29375,0.563167,0.475,0.495,0.29375,0.563167,0.475,0.49,0.285687,0.556454,0.475,1,0.4125,0.275,0.625,0.791667,0.475,0.475
0.5,8,4,4,0.475,0.266667,0.55,0.425,0.475,0.323413,0.578333,0.425,0.475,0.323413,0.578333,0.425,0.475,0.295933,0.560992,0.425,1,0.4,0.266667,0.675,0.791667,0.475,0.425
0.25,8,5,4,0.375,0.283333,0.55,0.45,0.402679,0.329266,0.540327,0.45,0.402679,0.329266,0.540327,0.45,0.396067,0.316102,0.538693,0.45,1,0.425,0.283333,0.65,0.625,0.375,0.45
0.25,8,6,4,0.35,0.0833333,0.55,0.275,0.366667,0.0930556,0.556667,0.275,0.366667,0.0930556,0.556667,0.275,0.359722,0.0893519,0.543056,0.275,1,0.125,0.0833333,0.775,0.583333,0.35,0.275
0.75,8,7,4,0.725,0.416667,0.55,0.525,0.725,0.426042,0.549375,0.525,0.725,0.426042,0.549375,0.525,0.725,0.422569,0.541875,0.525,1,0.625,0.416667,0.55,1.20833,0.725,0.525
0.75,8,8,4,0.575,0.216667,0.55,0.425,0.579167,0.230417,0.548042,0.425,0.579167,0.230417,0.548042,0.425,0.583333,0.226123,0.54367,0.425,1,0.325,0.216667,0.65,0.958333,0.575,0.425
0.75,8,9,4,0.325,0.108333,0.55,0.275,0.325,0.11875,0.547917,0.275,0.325,0.11875,0.547917,0.275,0.325,0.116146,0.554271,0.275,1,0.1625,0.108333,0.8,0.541667,0.325,0.275
0.5,8,10,4,0.4,0.125,0.55,0.3,0.4,0.125,0.55,0.3,0.4,0.125,0.55,0.3,0.4,0.125,0.55,0.3,1,0.1875,0.125,0.8,0.666667,0.4,0.3
0.5,8,11,4,0.425,0.2,0.55,0.425,0.44375,0.224306,0.55125,0.425,0.44375,0.224306,0.55125,0.425,0.438021,0.211053,0.549167,0.425,1,0.3,0.2,0.65,0.708333,0.425,0.425
0.25,8,12,4,0.7,0.508333,0.55,0.525,0.7,0.508333,0.55,0.525,0.7,0.508333,0.55,0.525,0.7,0.508333,0.55,0.525,1,0.7625,0.508333,0.575,1.16667,0.7,0.525
0.75,8,13,4,0.525,0.175,0.55,0.4,0.54,0.196944,0.517,0.4,0.54,0.196944,0.517,0.4,0.5375,0.183889,0.542431,0.4,1,0.2625,0.175,0.625,0.875,0.525,0.4
0.5,8,14,4,0.45,0.341667,0.55,0.475,0.467857,0.376468,0.561702,0.475,0.467857,0.376468,0.561702,0.475,0.469881,0.369393,0.554004,0.475,1,0.5125,0.341667,0.625,0.75,0.45,0.475
0.75,8,15,4,0.55,0.233333,0.55,0.575,0.604167,0.304167,0.53,0.575,0.604167,0.304167,0.53,0.575,0.571528,0.26713,0.543333,0.575,1,0.35,0.233333,0.5,0.916667,0.55,0.575
0.75,8,16,4,0.5,0.125,0.55,0.3,0.5,0.125,0.55,0.3,0.5,0.125,0.55,0.3,0.5,0.125,0.55,0.3,1,0.1875,0.125,0.8,0.833333,0.5,0.3
0.75,8,17,4,0.725,0.45,0.55,0.575,0.7125,0.477054,0.526738,0.575,0.7125,0.477054,0.526738,0.575,0.725,0.466315,0.538485,0.575,1,0.675,0.45,0.425,1.20833,0.725,0.575
1,8,18,4,0.75,0.516667,0.55,0.7,0.761875,0.565238,0.521387,0.7,0.761875,0.565238,0.521387,0.7,0.758625,0.543844,0.533235,0.7,1,0.775,0.516667,0.4,1.25,0.75,0.7
0.75,8,19,4,0.425,0.183333,0.55,0.325,0.425,0.191667,0.575,0.325,0.425,0.191667,0.575,0.325,0.425,0.183333,0.55,0.325,1,0.275,0.183333,0.7,0.708333,0.425,0.325
0,9,0,4,0.3,0.108333,0.55,0.275,0.32,0.1225,0.555,0.275,0.32,0.1225,0.555,0.275,0.315,0.116458,0.54475,0.275,1,0.1625,0.108333,0.825,0.5,0.3,0.275
0.5,9,1,4,0.5,0.15,0.55,0.375,0.5,0.180556,0.561875,0.375,0.5,0.180556,0.561875,0.375,0.5,0.165914,0.556701,0.375,1,0.225,0.15,0.7,0.833333,0.5,0.375
0.5,9,2,4,0.5,0.333333,0.55,0.45,0.541667,0.352778,0.545417,0.45,0.541667,0.352778,0.545417,0.45,0.508333,0.335417,0.551667,0.45,1,0.5,0.333333,0.55,0.833333,0.5,0.45
0.75,9,3,4,0.375,0.1,0.55,0.325,0.4,0.11875,0.568333,0.325,0.4,0.11875,0.568333,0.325,0.3875,0.106944,0.553264,0.325,1,0.15,0.1,0.775,0.625,0.375,0.325
0.75,9,4,4,0.6,0.341667,0.55,0.575,0.64375,0.399028,0.529208,0.575,0.64375,0.399028,0.529208,0.575,0.640208,0.383616,0.539753,0.575,1,0.5125,0.341667,0.475,1,0.6,0.575
0.75,9,5,4,0.5,0.15,0.55,0.325,0.51875,0.160417,0.53625,0.325,0.51875,0.160417,0.53625,0.325,0.5125,0.154861,0.545833,0.325,1,0.225,0.15,0.725,0.833333,0.5,0.325
1,9,6,4,0.525,0.308333,0.55,0.475,0.522917,0.328194,0.55375,0.475,0.522917,0.328194,0.55375,0.475,0.521701,0.318185,0.545656,0.475,1,0.4625,0.308333,0.575,0.875,0.525,0.475
0.75,9,7,4,0.575,0.25,0.55,0.5,0.5625,0.277579,0.548774,0.5,0.5625,0.277579,0.548774,0.5,0.577083,0.269464,0.543233,0.5,1,0.375,0.25,0.55,0.958333,0.575,0.5
0.25,9,8,4,0.6,0.425,0.55,0.55,0.604167,0.452083,0.583125,0.55,0.604167,0.452083,0.583125,0.55,0.608333,0.432639,0.557083,0.55,1,0.6375,0.425,0.5,1,0.6,0.55
0.5,9,9,4,0.4,0.116667,0.55,0.3,0.4,0.130833,0.53625,0.3,0.4,0.130833,0.53625,0.3,0.4,0.124792,0.544938,0.3,1,0.175,0.116667,0.8,0.666667,0.4,0.3
0.25,9,10,4,0.5,0.283333,0.55,0.475,0.503333,0.319167,0.543,0.475,0.503333,0.319167,0.543,0.475,0.489222,0.30775,0.538967,0.475,1,0.425,0.283333,0.625,0.833333,0.5,0.475
0.25,9,11,4,0.425,0.0916667,0.55,0.325,0.425,0.108333,0.54875,0.325,0.425,0.108333,0.54875,0.325,0.425,0.0972222,0.551667,0.325,1,0.1375,0.0916667,0.775,0.708333,0.425,0.325
0.25,9,12,4,0.225,0.0333333,0.55,0.175,0.225,0.0333333,0.55,0.175,0.225,0.0333333,0.55,0.175,0.225,0.0333333,0.55,0.175,1,0.05,0.0333333,0.9,0.375,0.225,0.175
1,9,13,4,0.6,0.333333,0.55,0.5,0.6,0.351875,0.55675,0.5,0.6,0.351875,0.55675,0.5,0.6,0.348194,0.561167,0.5,1,0.5,0.333333,0.6,1,0.6,0.5
0.5,9,14,4,0.525,0.375,0.55,0.65,0.581845,0.450099,0.553512,0.65,0.581845,0.450099,0.553512,0.65,0.570635,0.421627,0.557639,0.65,1,0.5625,0.375,0.4,0.875,0.525,0.65
0.5,9,15,4,0.475,0.158333,0.55,0.425,0.4875,0.181111,0.564583,0.425,0.4875,0.181111,0.564583,0.425,0.46875,0.170139,0.548611,0.425,1,0.2375,0.158333,0.625,0.791667,0.475,0.425
0.25,9,16,4,0.3,0.15,0.55,0.35,0.3,0.152083,0.545625,0.35,0.3,0.152083,0.545625,0.35,0.3,0.15191,0.54599,0.35,1,0.225,0.15,0.725,0.5,0.3,0.35
0.75,9,17,4,0.425,0.108333,0.55,0.3,0.425,0.115278,0.545,0.3,0.425,0.115278,0.545,0.3,0.425,0.110417,0.549167,0.3,1,0.1625,0.108333,0.775,0.708333,0.425,0.3
0.5,9,18,4,0.4,0.125,0.55,0.325,0.408333,0.131944,0.562083,0.325,0.408333,0.131944,0.562083,0.325,0.395833,0.127083,0.550625,0.325,1,0.1875,0.125,0.725,0.666667,0.4,0.325
1,9,19,4,0.725,0.375,0.55,0.525,0.745,0.392361,0.558583,0.525,0.745,0.392361,0.558583,0.525,0.739167,0.38309,0.548646,0.525,1,0.5625,0.375,0.55,1.20833,0.725,0.525
0.5,10,0,4,0.6,0.35,0.55,0.5,0.64,0.383472,0.544292,0.5,0.64,0.383472,0.544292,0.5,0.6305,0.370005,0.545122,0.5,1,0.525,0.35,0.575,1,0.6,0.5
0.5,10,1,4,0.325,0.25,0.55,0.325,0.325,0.25,0.55,0.325,0.325,0.25,0.55,0.325,0.325,0.25,0.55,0.325,1,0.375,0.25,0.775,0.541667,0.325,0.325
0.75,10,2,4,0.725,0.575,0.55,0.7,0.745,0.635347,0.550098,0.7,0.745,0.635347,0.550098,0.7,0.735,0.606745,0.555608,0.7,1,0.8625,0.575,0.4,1.20833,0.725,0.7
0.25,10,3,4,0.3,0.0916667,0.55,0.275,0.315,0.1025,0.562667,0.275,0.315,0.1025,0.562667,0.275,0.3125,0.0984722,0.558111,0.275,1,0.1375,0.0916667,0.825,0.5,0.3,0.275
0.5,10,4,4,0.325,0.075,0.55,0.25,0.325,0.0791667,0.55125,0.25,0.325,0.0791667,0.55125,0.25,0.325,0.075,0.55,0.25,1,0.1125,0.075,0.825,0.541667,0.325,0.25
0.75,10,5,4,0.5,0.216667,0.55,0.45,0.533333,0.239583,0.550625,0.45,0.533333,0.239583,0.550625,0.45,0.519444,0.227083,0.553889,0.45,1,0.325,0.216667,0.6,0.833333,0.5,0.45
0.5,10,6,4,0.525,0.175,0.55,0.375,0.525,0.1975,0.529,0.375,0.525,0.1975,0.529,0.375,0.525,0.183125,0.543063,0.375,1,0.2625,0.175,0.65,0.875,0.525,0.375
0.75,10,7,4,0.625,0.383333,0.55,0.575,0.633333,0.402083,0.549792,0.575,0.633333,0.402083,0.549792,0.575,0.633333,0.395139,0.549653,0.575,1,0.575,0.383333,0.525,1.04167,0.625,0.575
0.5,10,8,4,0.425,0.191667,0.55,0.3,0.425,0.191667,0.55,0.3,0.425,0.191667,0.55,0.3,0.425,0.191667,0.55,0.3,1,0.2875,0.191667,0.7,0.708333,0.425,0.3
0.75,10,9,4,0.525,0.291667,0.55,0.525,0.57625,0.337778,0.512958,0.525,0.57625,0.337778,0.512958,0.525,0.560042,0.319222,0.534769,0.525,1,0.4375,0.291667,0.55,0.875,0.525,0.525
0.5,10,10,4,0.825,0.75,0.55,0.7,0.825,0.75,0.55,0.7,0.825,0.75,0.55,0.7,0.825,0.75,0.55,0.7,1,1.125,0.75,0.375,1.375,0.825,0.7
0.5,10,11,4,0.675,0.375,0.55,0.575,0.695,0.394375,0.557208,0.575,0.695,0.394375,0.557208,0.575,0.69,0.386424,0.556368,0.575,1,0.5625,0.375,0.45,1.125,0.675,0.575
0.75,10,12,4,0.675,0.366667,0.55,0.6,0.6825,0.400764,0.546375,0.6,0.6825,0.400764,0.546375,0.6,0.688333,0.391997,0.539948,0.6,1,0.55,0.366667,0.45,1.125,0.675,0.6
0.5,10,13,4,0.65,0.516667,0.55,0.6,0.6625,0.528819,0.569792,0.6,0.6625,0.528819,0.569792,0.6,0.659375,0.524653,0.562153,0.6,1,0.775,0.516667,0.425,1.08333,0.65,0.6
0.25,10,14,4,0.425,0.2,0.55,0.4,0.45,0.221181,0.596875,0.4,0.45,0.221181,0.596875,0.4,0.425,0.209809,0.563177,0.4,1,0.3,0.2,0.55,0.708333,0.425,0.4
0.5,10,15,4,0.275,0.0583333,0.55,0.2,0.275,0.0625,0.5525,0.2,0.275,0.0625,0.5525,0.2,0.275,0.0583333,0.55,0.2,1,0.0875,0.0583333,0.85,0.458333,0.275,0.2
0,10,16,4,0.3,0.108333,0.55,0.3,0.316667,0.120833,0.547917,0.3,0.316667,0.120833,0.547917,0.3,0.309722,0.113889,0.549306,0.3,1,0.1625,0.108333,0.775,0.5,0.3,0.3
0.25,10,17,4,0.475,0.258333,0.55,0.375,0.485833,0.267361,0.545417,0.375,0.485833,0.267361,0.545417,0.375,0.479444,0.263889,0.548542,0.375,1,0.3875,0.258333,0.725,0.791667,0.475,0.375
0.75,10,18,4,0.475,0.191667,0.55,0.425,0.475,0.2125,0.541,0.425,0.475,0.2125,0.541,0.425,0.475,0.206435,0.549781,0.425,1,0.2875,0.191667,0.675,0.791667,0.475,0.425
0.5,10,19,4,0.475,0.416667,0.55,0.45,0.475,0.416667,0.55,0.45,0.475,0.416667,0.55,0.45,0.475,0.416667,0.55,0.45,1,0.625,0.416667,0.6,0.791667,0.475,0.45
0.25,11,0,4,0.45,0.316667,0.55,0.6,0.4575,0.364464,0.537244,0.6,0.4575,0.364464,0.537244,0.6,0.464,0.348136,0.537284,0.6,1,0.475,0.316667,0.5,0.75,0.45,0.6
1,11,1,4,0.65,0.416667,0.55,0.6,0.670833,0.46371,0.57569,0.6,0.670833,0.46371,0.57569,0.6,0.666667,0.448625,0.56806,0.6,1,0.625,0.416667,0.45,1.08333,0.65,0.6
0.75,11,2,4,0.8,0.666667,0.55,0.725,0.8,0.700833,0.558542,0.725,0.8,0.700833,0.558542,0.725,0.8,0.687847,0.54867,0.725,1,1,0.666667,0.325,1.33333,0.8,0.725
0.25,11,3,4,0.225,0.108333,0.55,0.2,0.225,0.108333,0.55,0.2,0.225,0.108333,0.55,0.2,0.225,0.108333,0.55,0.2,1,0.1625,0.108333,0.825,0.375,0.225,0.2
0.75,11,4,4,0.65,0.691667,0.55,0.625,0.65,0.717063,0.549524,0.625,0.65,0.717063,0.549524,0.625,0.65,0.712629,0.553628,0.625,1,1.0375,0.691667,0.45,1.08333,0.65,0.625
0.75,11,5,4,0.5,0.35,0.55,0.375,0.5,0.373495,0.541563,0.375,0.5,0.373495,0.541563,0.375,0.5,0.367802,0.541797,0.375,1,0.525,0.35,0.7,0.833333,0.5,0.375
0.5,11,6,4,0.35,0.0833333,0.55,0.275,0.358333,0.0902778,0.550417,0.275,0.358333,0.0902778,0.550417,0.275,0.345833,0.0854167,0.548125,0.275,1,0.125,0.0833333,0.8,0.583333,0.35,0.275
0.75,11,7,4,0.425,0.366667,0.55,0.35,0.425,0.366667,0.55,0.35,0.425,0.366667,0.55,0.35,0.425,0.366667,0.55,0.35,1,0.55,0.366667,0.65,0.708333,0.425,0.35
0.5,11,8,4,0.55,0.341667,0.55,0.45,0.55,0.352083,0.565625,0.45,0.55,0.352083,0.565625,0.45,0.55,0.346528,0.555417,0.45,1,0.5125,0.341667,0.6,0.916667,0.55,0.45
0.5,11,9,4,0.575,0.283333,0.55,0.425,0.59375,0.297917,0.54125,0.425,0.59375,0.297917,0.54125,0.425,0.5875,0.288194,0.548333,0.425,1,0.425,0.283333,0.6,0.958333,0.575,0.425
0.5,11,10,4,0.425,0.141667,0.55,0.35,0.441667,0.159028,0.552708,0.35,0.441667,0.159028,0.552708,0.35,0.433333,0.148611,0.557569,0.35,1,0.2125,0.141667,0.75,0.708333,0.425,0.35
1,11,11,4,0.675,0.666667,0.55,0.6,0.675,0.666667,0.55,0.6,0.675,0.666667,0.55,0.6,0.675,0.666667,0.55,0.6,1,1,0.666667,0.475,1.125,0.675,0.6
0.5,11,12,4,0.8,0.675,0.55,0.775,0.845833,0.740347,0.558792,0.775,0.845833,0.740347,0.558792,0.775,0.837639,0.712495,0.556383,0.775,1,1.0125,0.675,0.275,1.33333,0.8,0.775
0.25,11,13,4,0.325,0.133333,0.55,0.275,0.325,0.133333,0.55,0.275,0.325,0.133333,0.55,0.275,0.325,0.133333,0.55,0.275,1,0.2,0.133333,0.775,0.541667,0.325,0.275
0.75,11,14,4,0.625,0.308333,0.55,0.525,0.6525,0.341488,0.527173,0.525,0.6525,0.341488,0.527173,0.525,0.645173,0.330123,0.53485,0.525,1,0.4625,0.308333,0.55,1.04167,0.625,0.525
0.75,11,15,4,0.575,0.308333,0.55,0.4,0.575,0.3125,0.555,0.4,0.575,0.3125,0.555,0.4,0.575,0.308333,0.55,0.4,1,0.4625,0.308333,0.625,0.958333,0.575,0.4
0.5,11,16,4,0.425,0.191667,0.55,0.375,0.433333,0.198611,0.533333,0.375,0.433333,0.198611,0.533333,0.375,0.420833,0.19375,0.548333,0.375,1,0.2875,0.191667,0.675,0.708333,0.425,0.375
0.75,11,17,4,0.25,0.0666667,0.55,0.225,0.2625,0.075,0.5375,0.225,0.2625,0.075,0.5375,0.225,0.25625,0.06875,0.5425,0.225,1,0.1,0.0666667,0.8,0.416667,0.25,0.225
0.75,11,18,4,0.575,0.458333,0.55,0.65,0.637708,0.525347,0.592313,0.65,0.637708,0.525347,0.592313,0.65,0.620937,0.49875,0.555219,0.65,1,0.6875,0.458333,0.425,0.958333,0.575,0.65
0.5,11,19,4,0.575,0.266667,0.55,0.475,0.575,0.286806,0.559375,0.475,0.575,0.286806,0.559375,0.475,0.575,0.276157,0.558108,0.475,1,0.4,0.266667,0.55,0.958333,0.575,0.475
0.5,12,0,4,0.4,0.208333,0.55,0.375,0.4,0.208333,0.55,0.375,0.4,0.208333,0.55,0.375,0.4,0.208333,0.55,0.375,1,0.3125,0.208333,0.7,0.666667,0.4,0.375
0.5,12,1,4,0.45,0.275,0.55,0.45,0.486667,0.301389,0.555958,0.45,0.486667,0.301389,0.555958,0.45,0.477778,0.290829,0.548958,0.45,1,0.4125,0.275,0.625,0.75,0.45,0.45
0.75,12,2,4,0.675,0.391667,0.55,0.55,0.69375,0.422639,0.55475,0.55,0.69375,0.422639,0.55475,0.55,0.678125,0.410847,0.545172,0.55,1,0.5875,0.391667,0.5,1.125,0.675,0.55
0.5,12,3,4,0.325,0.0833333,0.55,0.3,0.354167,0.1,0.550833,0.3,0.354167,0.1,0.550833,0.3,0.340972,0.0909722,0.553194,0.3,1,0.125,0.0833333,0.775,0.541667,0.325,0.3
0.25,12,4,4,0.375,0.475,0.55,0.575,0.375,0.503333,0.55675,0.575,0.375,0.503333,0.55675,0.575,0.375,0.484167,0.553125,0.575,1,0.7125,0.475,0.475,0.625,0.375,0.575
