feature,score,rank,selected
i_credit_first,1.503391020323254,1,1
u_log1p_n_events,0.20758980615944547,2,1
ui_pop_mismatch,0.1948278558246548,3,1
u_n_exp,0.0778834137275522,4,1
u_n_uniq_items,0.06287968700827783,5,1
u_log1p_n_uniq,0.03932878587307568,6,1
i_credit_last,0.01538087860522578,7,1
u_n_events,0.0012691783650566689,8,1
