user_id,score,n_leaf,rank,dissolve_how,score_col,selected
362764,4.050856205576879e-07,1,2075,sum,tau2,0
646542,4.0482955509385123e-07,1,2076,sum,tau2,0
41966,4.03659873556441e-07,2,2077,sum,tau2,0
827694,4.0256440788874246e-07,1,2078,sum,tau2,0
611073,4.0256440788874246e-07,1,2079,sum,tau2,0
383682,4.022185792626773e-07,2,2080,sum,tau2,0
842658,4.021016440112619e-07,1,2081,sum,tau2,0
421146,4.013301271530539e-07,1,2082,sum,tau2,0
469918,4.011415784193527e-07,1,2083,sum,tau2,0
706804,4.0077337175427295e-07,1,2084,sum,tau2,0
