user_id,score,n_leaf,rank,dissolve_how,score_col,selected
145991,30.81945978709794,1,3260,sum,shift_l2,0
864846,30.8171813402009,1,3261,sum,shift_l2,0
646810,30.80855537462658,1,3262,sum,shift_l2,0
161721,30.808115251406008,1,3263,sum,shift_l2,0
260496,30.805827182017335,1,3264,sum,shift_l2,0
434724,30.78599030240605,1,3265,sum,shift_l2,0
122327,30.78446427670607,1,3266,sum,shift_l2,0
598634,30.77715727918645,1,3267,sum,shift_l2,0
72514,30.777148761360507,1,3268,sum,shift_l2,0
264273,30.77390417062049,1,3269,sum,shift_l2,0
503648,30.77355641947243,1,3270,sum,shift_l2,0
658714,30.751993204320872,1,3271,sum,shift_l2,0
123676,30.75109508400975,1,3272,sum,shift_l2,0
243166,30.747258521483392,1,3273,sum,shift_l2,0
441909,30.746199923297592,1,3274,sum,shift_l2,0
9613,30.745252742590026,1,3275,sum,shift_l2,0
2676,30.74344294608468,1,3276,sum,shift_l2,0
947534,30.741476063997567,1,3277,sum,shift_l2,0
458052,30.740556609103916,1,3278,sum,shift_l2,0
724235,30.740369257195088,1,3279,sum,shift_l2,0
664545,30.739659210930135,1,3280,sum,shift_l2,0
490226,30.739062775638118,1,3281,sum,shift_l2,0
730050,30.738924295052104,1,3282,sum,shift_l2,0
424629,30.73599738168724,2,3283,sum,shift_l2,0
854293,30.728475631523104,1,3284,sum,shift_l2,0
739350,30.727103017041202,1,3285,sum,shift_l2,0
258478,30.714772651882512,1,3286,sum,shift_l2,0
53924,30.71395661919697,1,3287,sum,shift_l2,0
80679,30.71078009920739,1,3288,sum,shift_l2,0
670699,30.708557463861506,1,3289,sum,shift_l2,0
470815,30.706695733019686,1,3290,sum,shift_l2,0
674313,30.70444980674491,2,3291,sum,shift_l2,0
745050,30.703602178404672,1,3292,sum,shift_l2,0
634766,30.699862314221036,1,3293,sum,shift_l2,0
832492,30.699186987735654,1,3294,sum,shift_l2,0
689582,30.698819157188478,1,3295,sum,shift_l2,0
26588,30.696520687413464,1,3296,sum,shift_l2,0
58303,30.69437489977986,1,3297,sum,shift_l2,0
901573,30.69404434317026,1,3298,sum,shift_l2,0
665165,30.68928835432752,1,3299,sum,shift_l2,0
211797,30.687556774764367,1,3300,sum,shift_l2,0
77429,30.682019296076575,1,3301,sum,shift_l2,0
508296,30.681880830302436,1,3302,sum,shift_l2,0
497847,30.68120682343948,1,3303,sum,shift_l2,0
178810,30.662054566285583,1,3304,sum,shift_l2,0
648745,30.661409695300343,2,3305,sum,shift_l2,0
45451,30.647554617532595,1,3306,sum,shift_l2,0
592842,30.64447322206524,1,3307,sum,shift_l2,0
510591,30.64370386123674,1,3308,sum,shift_l2,0
308238,30.63519002483347,1,3309,sum,shift_l2,0
912376,30.63495564026723,1,3310,sum,shift_l2,0
949577,30.630629342311487,1,3311,sum,shift_l2,0
814699,30.623159949691694,1,3312,sum,shift_l2,0
949560,30.62281630501933,1,3313,sum,shift_l2,0
351967,30.61587652370803,1,3314,sum,shift_l2,0
333715,30.61396427996262,1,3315,sum,shift_l2,0
415151,30.61241911947236,1,3316,sum,shift_l2,0
44669,30.604319701277493,1,3317,sum,shift_l2,0
656664,30.599503813970934,1,3318,sum,shift_l2,0
861357,30.594801289794813,1,3319,sum,shift_l2,0
7289,30.594152130565515,1,3320,sum,shift_l2,0
653558,30.577305198613825,1,3321,sum,shift_l2,0
466984,30.576106399646694,1,3322,sum,shift_l2,0
516279,30.575517812584447,1,3323,sum,shift_l2,0
461830,30.563278057137797,1,3324,sum,shift_l2,0
134926,30.55778320627924,3,3325,sum,shift_l2,0
523122,30.54898313556131,1,3326,sum,shift_l2,0
848772,30.548613291471778,1,3327,sum,shift_l2,0
141072,30.546634530942168,1,3328,sum,shift_l2,0
267140,30.54511128651676,1,3329,sum,shift_l2,0
646206,30.543184212657117,1,3330,sum,shift_l2,0
33051,30.538322175223204,1,3331,sum,shift_l2,0
211621,30.532904017089777,1,3332,sum,shift_l2,0
912051,30.5314283595908,1,3333,sum,shift_l2,0
520710,30.526963086914943,1,3334,sum,shift_l2,0
796997,30.525739516634744,2,3335,sum,shift_l2,0
3986,30.52551756596834,1,3336,sum,shift_l2,0
305829,30.521068370645274,2,3337,sum,shift_l2,0
936451,30.51729538327764,2,3338,sum,shift_l2,0
293137,30.504316106862504,1,3339,sum,shift_l2,0
552158,30.497188098530014,1,3340,sum,shift_l2,0
859740,30.494177335052193,1,3341,sum,shift_l2,0
117570,30.490668458269795,1,3342,sum,shift_l2,0
450992,30.4809777117428,1,3343,sum,shift_l2,0
636639,30.47154894515771,1,3344,sum,shift_l2,0
616178,30.47116617279807,1,3345,sum,shift_l2,0
815605,30.462727177185393,1,3346,sum,shift_l2,0
640574,30.45350705065467,1,3347,sum,shift_l2,0
973110,30.44922028532175,1,3348,sum,shift_l2,0
484776,30.44587905599281,1,3349,sum,shift_l2,0
686082,30.427417289345637,1,3350,sum,shift_l2,0
348917,30.423811314708075,1,3351,sum,shift_l2,0
255220,30.41883616817217,1,3352,sum,shift_l2,0
644250,30.418756962045098,2,3353,sum,shift_l2,0
997344,30.41683783540288,1,3354,sum,shift_l2,0
700038,30.41207217300252,1,3355,sum,shift_l2,0
6850,30.411398220775897,1,3356,sum,shift_l2,0
308280,30.409470443436746,1,3357,sum,shift_l2,0
524369,30.409244212718495,1,3358,sum,shift_l2,0
500402,30.407280279664697,1,3359,sum,shift_l2,0
17638,30.405997972250475,1,3360,sum,shift_l2,0
856614,30.401693655909455,1,3361,sum,shift_l2,0
581203,30.396858435715792,1,3362,sum,shift_l2,0
