feature,score,rank,selected
u_span_sec,1.6009351761729682,1,1
u_n_exp,0.7522775947398711,2,1
i_log1p_n_users,0.7103892284489567,3,1
i_credit_last,0.7053768060278608,4,1
i_n_exp,0.3411337325619144,5,1
u_log1p_n_uniq,0.21740760133339684,6,1
i_log1p_n_exp,0.06553373427814857,7,1
i_credit_first,0.010248450414701989,8,1
